device,name,type,enabled,mgmt_only,description
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/4,1000base-t,True,False,1G RJ45 Port 1/0/4
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/5,1000base-t,True,False,1G RJ45 Port 1/0/5
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/6,1000base-t,True,False,1G RJ45 Port 1/0/6
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/7,1000base-t,True,False,1G RJ45 Port 1/0/7
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/8,1000base-t,True,False,1G RJ45 Port 1/0/8
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/9,1000base-t,True,False,1G RJ45 Port 1/0/9
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/10,1000base-t,True,False,1G RJ45 Port 1/0/10
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/11,1000base-t,True,False,1G RJ45 Port 1/0/11
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/12,1000base-t,True,False,1G RJ45 Port 1/0/12
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/13,1000base-t,True,False,1G RJ45 Port 1/0/13
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/14,1000base-t,True,False,1G RJ45 Port 1/0/14
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/15,1000base-t,True,False,1G RJ45 Port 1/0/15
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/16,1000base-t,True,False,1G RJ45 Port 1/0/16
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/17,1000base-t,True,False,1G RJ45 Port 1/0/17
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/18,1000base-t,True,False,1G RJ45 Port 1/0/18
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/19,1000base-t,True,False,1G RJ45 Port 1/0/19
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/20,1000base-t,True,False,1G RJ45 Port 1/0/20
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/21,1000base-t,True,False,1G RJ45 Port 1/0/21
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/22,1000base-t,True,False,1G RJ45 Port 1/0/22
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/23,1000base-t,True,False,1G RJ45 Port 1/0/23
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/24,1000base-t,True,False,1G RJ45 Port 1/0/24
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/25,1000base-t,True,False,1G RJ45 Port 1/0/25
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/26,1000base-t,True,False,1G RJ45 Port 1/0/26
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/27,1000base-t,True,False,1G RJ45 Port 1/0/27
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/28,1000base-t,True,False,1G RJ45 Port 1/0/28
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/29,1000base-t,True,False,1G RJ45 Port 1/0/29
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/30,1000base-t,True,False,1G RJ45 Port 1/0/30
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/31,1000base-t,True,False,1G RJ45 Port 1/0/31
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/32,1000base-t,True,False,1G RJ45 Port 1/0/32
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/33,1000base-t,True,False,1G RJ45 Port 1/0/33
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/34,1000base-t,True,False,1G RJ45 Port 1/0/34
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/35,1000base-t,True,False,1G RJ45 Port 1/0/35
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/36,1000base-t,True,False,1G RJ45 Port 1/0/36
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/37,1000base-t,True,False,1G RJ45 Port 1/0/37
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/38,1000base-t,True,False,1G RJ45 Port 1/0/38
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/39,1000base-t,True,False,1G RJ45 Port 1/0/39
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/40,1000base-t,True,False,1G RJ45 Port 1/0/40
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/41,1000base-t,True,False,1G RJ45 Port 1/0/41
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/42,1000base-t,True,False,1G RJ45 Port 1/0/42
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/43,1000base-t,True,False,1G RJ45 Port 1/0/43
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/44,1000base-t,True,False,1G RJ45 Port 1/0/44
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/45,1000base-t,True,False,1G RJ45 Port 1/0/45
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/46,1000base-t,True,False,1G RJ45 Port 1/0/46
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/47,1000base-t,True,False,1G RJ45 Port 1/0/47
EMEA-DC-ONPREM-ACC-STG-01,GigabitEthernet1/0/48,1000base-t,True,False,1G RJ45 Port 1/0/48
EMEA-DC-ONPREM-ACC-STG-01,TenGigabitEthernet1/1/1,10gbase-x-sfpp,True,False,10G SFP+ Uplink 1/1/1
EMEA-DC-ONPREM-ACC-STG-01,TenGigabitEthernet1/1/2,10gbase-x-sfpp,True,False,10G SFP+ Uplink 1/1/2
EMEA-DC-ONPREM-ACC-STG-01,TenGigabitEthernet1/1/3,10gbase-x-sfpp,True,False,10G SFP+ Uplink 1/1/3
EMEA-DC-ONPREM-ACC-STG-01,TenGigabitEthernet1/1/4,10gbase-x-sfpp,True,False,10G SFP+ Uplink 1/1/4
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet0/0,1000base-t,True,True,Management interface
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/1,1000base-t,True,False,1G RJ45 Port 1/0/1
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/2,1000base-t,True,False,1G RJ45 Port 1/0/2
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/3,1000base-t,True,False,1G RJ45 Port 1/0/3
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/4,1000base-t,True,False,1G RJ45 Port 1/0/4
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/5,1000base-t,True,False,1G RJ45 Port 1/0/5
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/6,1000base-t,True,False,1G RJ45 Port 1/0/6
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/7,1000base-t,True,False,1G RJ45 Port 1/0/7
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/8,1000base-t,True,False,1G RJ45 Port 1/0/8
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/9,1000base-t,True,False,1G RJ45 Port 1/0/9
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/10,1000base-t,True,False,1G RJ45 Port 1/0/10
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/11,1000base-t,True,False,1G RJ45 Port 1/0/11
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/12,1000base-t,True,False,1G RJ45 Port 1/0/12
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/13,1000base-t,True,False,1G RJ45 Port 1/0/13
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/14,1000base-t,True,False,1G RJ45 Port 1/0/14
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/15,1000base-t,True,False,1G RJ45 Port 1/0/15
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/16,1000base-t,True,False,1G RJ45 Port 1/0/16
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/17,1000base-t,True,False,1G RJ45 Port 1/0/17
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/18,1000base-t,True,False,1G RJ45 Port 1/0/18
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/19,1000base-t,True,False,1G RJ45 Port 1/0/19
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/20,1000base-t,True,False,1G RJ45 Port 1/0/20
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/21,1000base-t,True,False,1G RJ45 Port 1/0/21
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/22,1000base-t,True,False,1G RJ45 Port 1/0/22
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/23,1000base-t,True,False,1G RJ45 Port 1/0/23
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/24,1000base-t,True,False,1G RJ45 Port 1/0/24
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/25,1000base-t,True,False,1G RJ45 Port 1/0/25
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/26,1000base-t,True,False,1G RJ45 Port 1/0/26
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/27,1000base-t,True,False,1G RJ45 Port 1/0/27
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/28,1000base-t,True,False,1G RJ45 Port 1/0/28
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/29,1000base-t,True,False,1G RJ45 Port 1/0/29
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/30,1000base-t,True,False,1G RJ45 Port 1/0/30
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/31,1000base-t,True,False,1G RJ45 Port 1/0/31
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/32,1000base-t,True,False,1G RJ45 Port 1/0/32
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/33,1000base-t,True,False,1G RJ45 Port 1/0/33
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/34,1000base-t,True,False,1G RJ45 Port 1/0/34
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/35,1000base-t,True,False,1G RJ45 Port 1/0/35
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/36,1000base-t,True,False,1G RJ45 Port 1/0/36
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/37,1000base-t,True,False,1G RJ45 Port 1/0/37
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/38,1000base-t,True,False,1G RJ45 Port 1/0/38
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/39,1000base-t,True,False,1G RJ45 Port 1/0/39
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/40,1000base-t,True,False,1G RJ45 Port 1/0/40
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/41,1000base-t,True,False,1G RJ45 Port 1/0/41
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/42,1000base-t,True,False,1G RJ45 Port 1/0/42
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/43,1000base-t,True,False,1G RJ45 Port 1/0/43
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/44,1000base-t,True,False,1G RJ45 Port 1/0/44
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/45,1000base-t,True,False,1G RJ45 Port 1/0/45
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/46,1000base-t,True,False,1G RJ45 Port 1/0/46
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/47,1000base-t,True,False,1G RJ45 Port 1/0/47
EMEA-DC-ONPREM-ACC-STG-02,GigabitEthernet1/0/48,1000base-t,True,False,1G RJ45 Port 1/0/48
EMEA-DC-ONPREM-ACC-STG-02,TenGigabitEthernet1/1/1,10gbase-x-sfpp,True,False,10G SFP+ Uplink 1/1/1
EMEA-DC-ONPREM-ACC-STG-02,TenGigabitEthernet1/1/2,10gbase-x-sfpp,True,False,10G SFP+ Uplink 1/1/2
EMEA-DC-ONPREM-ACC-STG-02,TenGigabitEthernet1/1/3,10gbase-x-sfpp,True,False,10G SFP+ Uplink 1/1/3
EMEA-DC-ONPREM-ACC-STG-02,TenGigabitEthernet1/1/4,10gbase-x-sfpp,True,False,10G SFP+ Uplink 1/1/4
EMEA-DC-ONPREM-SAN-01,Management-A,1000base-t,True,True,Management Port Node A
EMEA-DC-ONPREM-SAN-01,Management-B,1000base-t,True,True,Management Port Node B
EMEA-DC-ONPREM-SAN-01,Frontend-A-1,25gbase-x-sfp28,True,False,25G Frontend Port Node A-1
EMEA-DC-ONPREM-SAN-01,Frontend-A-2,25gbase-x-sfp28,True,False,25G Frontend Port Node A-2
EMEA-DC-ONPREM-SAN-01,Frontend-A-3,25gbase-x-sfp28,True,False,25G Frontend Port Node A-3
EMEA-DC-ONPREM-SAN-01,Frontend-A-4,25gbase-x-sfp28,True,False,25G Frontend Port Node A-4
EMEA-DC-ONPREM-SAN-01,Frontend-B-1,25gbase-x-sfp28,True,False,25G Frontend Port Node B-1
EMEA-DC-ONPREM-SAN-01,Frontend-B-2,25gbase-x-sfp28,True,False,25G Frontend Port Node B-2
EMEA-DC-ONPREM-SAN-01,Frontend-B-3,25gbase-x-sfp28,True,False,25G Frontend Port Node B-3
EMEA-DC-ONPREM-SAN-01,Frontend-B-4,25gbase-x-sfp28,True,False,25G Frontend Port Node B-4
EMEA-DC-ONPREM-SAN-01,Backend-A-1,100gbase-x-qsfp28,True,False,100G Backend Port Node A-1
EMEA-DC-ONPREM-SAN-01,Backend-A-2,100gbase-x-qsfp28,True,False,100G Backend Port Node A-2
EMEA-DC-ONPREM-SAN-01,Backend-B-1,100gbase-x-qsfp28,True,False,100G Backend Port Node B-1
EMEA-DC-ONPREM-SAN-01,Backend-B-2,100gbase-x-qsfp28,True,False,100G Backend Port Node B-2
EMEA-DC-ONPREM-SAN-02,Management-A,1000base-t,True,True,Management Port Node A
EMEA-DC-ONPREM-SAN-02,Management-B,1000base-t,True,True,Management Port Node B
EMEA-DC-ONPREM-SAN-02,Frontend-A-1,25gbase-x-sfp28,True,False,25G Frontend Port Node A-1
EMEA-DC-ONPREM-SAN-02,Frontend-A-2,25gbase-x-sfp28,True,False,25G Frontend Port Node A-2
EMEA-DC-ONPREM-SAN-02,Frontend-A-3,25gbase-x-sfp28,True,False,25G Frontend Port Node A-3
EMEA-DC-ONPREM-SAN-02,Frontend-A-4,25gbase-x-sfp28,True,False,25G Frontend Port Node A-4
EMEA-DC-ONPREM-SAN-02,Frontend-B-1,25gbase-x-sfp28,True,False,25G Frontend Port Node B-1
EMEA-DC-ONPREM-SAN-02,Frontend-B-2,25gbase-x-sfp28,True,False,25G Frontend Port Node B-2
EMEA-DC-ONPREM-SAN-02,Frontend-B-3,25gbase-x-sfp28,True,False,25G Frontend Port Node B-3
EMEA-DC-ONPREM-SAN-02,Frontend-B-4,25gbase-x-sfp28,True,False,25G Frontend Port Node B-4
EMEA-DC-ONPREM-SAN-02,Backend-A-1,100gbase-x-qsfp28,True,False,100G Backend Port Node A-1
EMEA-DC-ONPREM-SAN-02,Backend-A-2,100gbase-x-qsfp28,True,False,100G Backend Port Node A-2
EMEA-DC-ONPREM-SAN-02,Backend-B-1,100gbase-x-qsfp28,True,False,100G Backend Port Node B-1
EMEA-DC-ONPREM-SAN-02,Backend-B-2,100gbase-x-qsfp28,True,False,100G Backend Port Node B-2
EMEA-DC-ONPREM-NAS-01,Management,1000base-t,True,True,Management interface
EMEA-DC-ONPREM-NAS-01,Front-End-1,25gbase-x-sfp28,True,False,25G SFP28 Front-End Port 1
EMEA-DC-ONPREM-NAS-01,Front-End-2,25gbase-x-sfp28,True,False,25G SFP28 Front-End Port 2
EMEA-DC-ONPREM-NAS-01,Front-End-3,25gbase-x-sfp28,True,False,25G SFP28 Front-End Port 3
EMEA-DC-ONPREM-NAS-01,Front-End-4,25gbase-x-sfp28,True,False,25G SFP28 Front-End Port 4
EMEA-DC-ONPREM-NAS-01,Back-End-1,100gbase-x-qsfp28,True,False,100G QSFP28 Back-End Port 1
EMEA-DC-ONPREM-NAS-01,Back-End-2,100gbase-x-qsfp28,True,False,100G QSFP28 Back-End Port 2
EMEA-DC-ONPREM-NAS-02,Management,1000base-t,True,True,Management interface
EMEA-DC-ONPREM-NAS-02,Front-End-1,25gbase-x-sfp28,True,False,25G SFP28 Front-End Port 1
EMEA-DC-ONPREM-NAS-02,Front-End-2,25gbase-x-sfp28,True,False,25G SFP28 Front-End Port 2
EMEA-DC-ONPREM-NAS-02,Front-End-3,25gbase-x-sfp28,True,False,25G SFP28 Front-End Port 3
EMEA-DC-ONPREM-NAS-02,Front-End-4,25gbase-x-sfp28,True,False,25G SFP28 Front-End Port 4
EMEA-DC-ONPREM-NAS-02,Back-End-1,100gbase-x-qsfp28,True,False,100G QSFP28 Back-End Port 1
EMEA-DC-ONPREM-NAS-02,Back-End-2,100gbase-x-qsfp28,True,False,100G QSFP28 Back-End Port 2
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet0/0,1000base-t,True,True,Management interface
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/1,1000base-t,True,False,1G RJ45 Port 1/0/1
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/2,1000base-t,True,False,1G RJ45 Port 1/0/2
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/3,1000base-t,True,False,1G RJ45 Port 1/0/3
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/4,1000base-t,True,False,1G RJ45 Port 1/0/4
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/5,1000base-t,True,False,1G RJ45 Port 1/0/5
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/6,1000base-t,True,False,1G RJ45 Port 1/0/6
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/7,1000base-t,True,False,1G RJ45 Port 1/0/7
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/8,1000base-t,True,False,1G RJ45 Port 1/0/8
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/9,1000base-t,True,False,1G RJ45 Port 1/0/9
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/10,1000base-t,True,False,1G RJ45 Port 1/0/10
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/11,1000base-t,True,False,1G RJ45 Port 1/0/11
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/12,1000base-t,True,False,1G RJ45 Port 1/0/12
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/13,1000base-t,True,False,1G RJ45 Port 1/0/13
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/14,1000base-t,True,False,1G RJ45 Port 1/0/14
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/15,1000base-t,True,False,1G RJ45 Port 1/0/15
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/16,1000base-t,True,False,1G RJ45 Port 1/0/16
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/17,1000base-t,True,False,1G RJ45 Port 1/0/17
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/18,1000base-t,True,False,1G RJ45 Port 1/0/18
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/19,1000base-t,True,False,1G RJ45 Port 1/0/19
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/20,1000base-t,True,False,1G RJ45 Port 1/0/20
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/21,1000base-t,True,False,1G RJ45 Port 1/0/21
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/22,1000base-t,True,False,1G RJ45 Port 1/0/22
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/23,1000base-t,True,False,1G RJ45 Port 1/0/23
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/24,1000base-t,True,False,1G RJ45 Port 1/0/24
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/25,1000base-t,True,False,1G RJ45 Port 1/0/25
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/26,1000base-t,True,False,1G RJ45 Port 1/0/26
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/27,1000base-t,True,False,1G RJ45 Port 1/0/27
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/28,1000base-t,True,False,1G RJ45 Port 1/0/28
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/29,1000base-t,True,False,1G RJ45 Port 1/0/29
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/30,1000base-t,True,False,1G RJ45 Port 1/0/30
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/31,1000base-t,True,False,1G RJ45 Port 1/0/31
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/32,1000base-t,True,False,1G RJ45 Port 1/0/32
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/33,1000base-t,True,False,1G RJ45 Port 1/0/33
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/34,1000base-t,True,False,1G RJ45 Port 1/0/34
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/35,1000base-t,True,False,1G RJ45 Port 1/0/35
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/36,1000base-t,True,False,1G RJ45 Port 1/0/36
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/37,1000base-t,True,False,1G RJ45 Port 1/0/37
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/38,1000base-t,True,False,1G RJ45 Port 1/0/38
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/39,1000base-t,True,False,1G RJ45 Port 1/0/39
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/40,1000base-t,True,False,1G RJ45 Port 1/0/40
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/41,1000base-t,True,False,1G RJ45 Port 1/0/41
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/42,1000base-t,True,False,1G RJ45 Port 1/0/42
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/43,1000base-t,True,False,1G RJ45 Port 1/0/43
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/44,1000base-t,True,False,1G RJ45 Port 1/0/44
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/45,1000base-t,True,False,1G RJ45 Port 1/0/45
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/46,1000base-t,True,False,1G RJ45 Port 1/0/46
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/47,1000base-t,True,False,1G RJ45 Port 1/0/47
EMEA-DC-ONPREM-MMR-SW01,GigabitEthernet1/0/48,1000base-t,True,False,1G RJ45 Port 1/0/48
EMEA-DC-ONPREM-MMR-SW01,TenGigabitEthernet1/1/1,10gbase-x-sfpp,True,False,10G SFP+ Uplink 1/1/1
EMEA-DC-ONPREM-MMR-SW01,TenGigabitEthernet1/1/2,10gbase-x-sfpp,True,False,10G SFP+ Uplink 1/1/2
EMEA-DC-ONPREM-MMR-SW01,TenGigabitEthernet1/1/3,10gbase-x-sfpp,True,False,10G SFP+ Uplink 1/1/3
EMEA-DC-ONPREM-MMR-SW01,TenGigabitEthernet1/1/4,10gbase-x-sfpp,True,False,10G SFP+ Uplink 1/1/4
EMEA-DC-ONPREM-OOB-RTR01,GigabitEthernet0/0/0,1000base-t,True,False,WAN Interface
EMEA-DC-ONPREM-OOB-RTR01,GigabitEthernet0/0/1,1000base-t,True,False,LAN Interface 1
EMEA-DC-ONPREM-OOB-RTR01,GigabitEthernet0/0/2,1000base-t,True,False,LAN Interface 2
EMEA-DC-ONPREM-OOB-RTR01,GigabitEthernet0/0/3,1000base-t,True,False,LAN Interface 3
EMEA-DC-ONPREM-OOB-RTR01,GigabitEthernet0,1000base-t,True,True,Management interface
APAC-DC-ONPREM-CORE-SW01,mgmt0,1000base-t,True,True,Management interface
APAC-DC-ONPREM-CORE-SW01,Ethernet1/1,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/1
APAC-DC-ONPREM-CORE-SW01,Ethernet1/2,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/2
APAC-DC-ONPREM-CORE-SW01,Ethernet1/3,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/3
APAC-DC-ONPREM-CORE-SW01,Ethernet1/4,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/4
APAC-DC-ONPREM-CORE-SW01,Ethernet1/5,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/5
APAC-DC-ONPREM-CORE-SW01,Ethernet1/6,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/6
APAC-DC-ONPREM-CORE-SW01,Ethernet1/7,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/7
APAC-DC-ONPREM-CORE-SW01,Ethernet1/8,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/8
APAC-DC-ONPREM-CORE-SW01,Ethernet1/9,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/9
APAC-DC-ONPREM-CORE-SW01,Ethernet1/10,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/10
APAC-DC-ONPREM-CORE-SW01,Ethernet1/11,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/11
APAC-DC-ONPREM-CORE-SW01,Ethernet1/12,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/12
APAC-DC-ONPREM-CORE-SW01,Ethernet1/13,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/13
APAC-DC-ONPREM-CORE-SW01,Ethernet1/14,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/14
APAC-DC-ONPREM-CORE-SW01,Ethernet1/15,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/15
APAC-DC-ONPREM-CORE-SW01,Ethernet1/16,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/16
APAC-DC-ONPREM-CORE-SW01,Ethernet1/17,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/17
APAC-DC-ONPREM-CORE-SW01,Ethernet1/18,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/18
APAC-DC-ONPREM-CORE-SW01,Ethernet1/19,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/19
APAC-DC-ONPREM-CORE-SW01,Ethernet1/20,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/20
APAC-DC-ONPREM-CORE-SW01,Ethernet1/21,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/21
APAC-DC-ONPREM-CORE-SW01,Ethernet1/22,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/22
APAC-DC-ONPREM-CORE-SW01,Ethernet1/23,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/23
APAC-DC-ONPREM-CORE-SW01,Ethernet1/24,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/24
