device,name,type,positions,description
EMEA-DC-ONPREM-SRV-A-R03-FPP01,Rear-29,lc,1,Rear port 29
EMEA-DC-ONPREM-SRV-A-R03-FPP01,Rear-30,lc,1,Rear port 30
EMEA-DC-ONPREM-SRV-A-R03-FPP01,Rear-31,lc,1,Rear port 31
EMEA-DC-ONPREM-SRV-A-R03-FPP01,Rear-32,lc,1,Rear port 32
EMEA-DC-ONPREM-SRV-A-R03-FPP01,Rear-33,lc,1,Rear port 33
EMEA-DC-ONPREM-SRV-A-R03-FPP01,Rear-34,lc,1,Rear port 34
EMEA-DC-ONPREM-SRV-A-R03-FPP01,Rear-35,lc,1,Rear port 35
EMEA-DC-ONPREM-SRV-A-R03-FPP01,Rear-36,lc,1,Rear port 36
EMEA-DC-ONPREM-SRV-A-R03-FPP01,Rear-37,lc,1,Rear port 37
EMEA-DC-ONPREM-SRV-A-R03-FPP01,Rear-38,lc,1,Rear port 38
EMEA-DC-ONPREM-SRV-A-R03-FPP01,Rear-39,lc,1,Rear port 39
EMEA-DC-ONPREM-SRV-A-R03-FPP01,Rear-40,lc,1,Rear port 40
EMEA-DC-ONPREM-SRV-A-R03-FPP01,Rear-41,lc,1,Rear port 41
EMEA-DC-ONPREM-SRV-A-R03-FPP01,Rear-42,lc,1,Rear port 42
EMEA-DC-ONPREM-SRV-A-R03-FPP01,Rear-43,lc,1,Rear port 43
EMEA-DC-ONPREM-SRV-A-R03-FPP01,Rear-44,lc,1,Rear port 44
EMEA-DC-ONPREM-SRV-A-R03-FPP01,Rear-45,lc,1,Rear port 45
EMEA-DC-ONPREM-SRV-A-R03-FPP01,Rear-46,lc,1,Rear port 46
EMEA-DC-ONPREM-SRV-A-R03-FPP01,Rear-47,lc,1,Rear port 47
EMEA-DC-ONPREM-SRV-A-R03-FPP01,Rear-48,lc,1,Rear port 48
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-1,lc,1,Rear port 1
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-2,lc,1,Rear port 2
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-3,lc,1,Rear port 3
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-4,lc,1,Rear port 4
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-5,lc,1,Rear port 5
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-6,lc,1,Rear port 6
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-7,lc,1,Rear port 7
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-8,lc,1,Rear port 8
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-9,lc,1,Rear port 9
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-10,lc,1,Rear port 10
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-11,lc,1,Rear port 11
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-12,lc,1,Rear port 12
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-13,lc,1,Rear port 13
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-14,lc,1,Rear port 14
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-15,lc,1,Rear port 15
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-16,lc,1,Rear port 16
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-17,lc,1,Rear port 17
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-18,lc,1,Rear port 18
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-19,lc,1,Rear port 19
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-20,lc,1,Rear port 20
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-21,lc,1,Rear port 21
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-22,lc,1,Rear port 22
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-23,lc,1,Rear port 23
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-24,lc,1,Rear port 24
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-25,lc,1,Rear port 25
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-26,lc,1,Rear port 26
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-27,lc,1,Rear port 27
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-28,lc,1,Rear port 28
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-29,lc,1,Rear port 29
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-30,lc,1,Rear port 30
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-31,lc,1,Rear port 31
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-32,lc,1,Rear port 32
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-33,lc,1,Rear port 33
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-34,lc,1,Rear port 34
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-35,lc,1,Rear port 35
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-36,lc,1,Rear port 36
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-37,lc,1,Rear port 37
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-38,lc,1,Rear port 38
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-39,lc,1,Rear port 39
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-40,lc,1,Rear port 40
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-41,lc,1,Rear port 41
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-42,lc,1,Rear port 42
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-43,lc,1,Rear port 43
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-44,lc,1,Rear port 44
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-45,lc,1,Rear port 45
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-46,lc,1,Rear port 46
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-47,lc,1,Rear port 47
EMEA-DC-ONPREM-SRV-A-R04-FPP01,Rear-48,lc,1,Rear port 48
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-1,lc,1,Rear port 1
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-2,lc,1,Rear port 2
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-3,lc,1,Rear port 3
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-4,lc,1,Rear port 4
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-5,lc,1,Rear port 5
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-6,lc,1,Rear port 6
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-7,lc,1,Rear port 7
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-8,lc,1,Rear port 8
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-9,lc,1,Rear port 9
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-10,lc,1,Rear port 10
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-11,lc,1,Rear port 11
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-12,lc,1,Rear port 12
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-13,lc,1,Rear port 13
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-14,lc,1,Rear port 14
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-15,lc,1,Rear port 15
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-16,lc,1,Rear port 16
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-17,lc,1,Rear port 17
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-18,lc,1,Rear port 18
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-19,lc,1,Rear port 19
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-20,lc,1,Rear port 20
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-21,lc,1,Rear port 21
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-22,lc,1,Rear port 22
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-23,lc,1,Rear port 23
EMEA-DC-ONPREM-SRV-A-R01-FPP02,Rear-24,lc,1,Rear port 24
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-1,lc,1,Rear port 1
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-2,lc,1,Rear port 2
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-3,lc,1,Rear port 3
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-4,lc,1,Rear port 4
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-5,lc,1,Rear port 5
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-6,lc,1,Rear port 6
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-7,lc,1,Rear port 7
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-8,lc,1,Rear port 8
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-9,lc,1,Rear port 9
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-10,lc,1,Rear port 10
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-11,lc,1,Rear port 11
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-12,lc,1,Rear port 12
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-13,lc,1,Rear port 13
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-14,lc,1,Rear port 14
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-15,lc,1,Rear port 15
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-16,lc,1,Rear port 16
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-17,lc,1,Rear port 17
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-18,lc,1,Rear port 18
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-19,lc,1,Rear port 19
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-20,lc,1,Rear port 20
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-21,lc,1,Rear port 21
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-22,lc,1,Rear port 22
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-23,lc,1,Rear port 23
EMEA-DC-ONPREM-SRV-A-R02-FPP02,Rear-24,lc,1,Rear port 24
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-1,lc,1,Rear port 1
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-2,lc,1,Rear port 2
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-3,lc,1,Rear port 3
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-4,lc,1,Rear port 4
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-5,lc,1,Rear port 5
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-6,lc,1,Rear port 6
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-7,lc,1,Rear port 7
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-8,lc,1,Rear port 8
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-9,lc,1,Rear port 9
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-10,lc,1,Rear port 10
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-11,lc,1,Rear port 11
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-12,lc,1,Rear port 12
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-13,lc,1,Rear port 13
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-14,lc,1,Rear port 14
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-15,lc,1,Rear port 15
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-16,lc,1,Rear port 16
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-17,lc,1,Rear port 17
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-18,lc,1,Rear port 18
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-19,lc,1,Rear port 19
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-20,lc,1,Rear port 20
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-21,lc,1,Rear port 21
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-22,lc,1,Rear port 22
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-23,lc,1,Rear port 23
EMEA-DC-ONPREM-SRV-A-R03-FPP02,Rear-24,lc,1,Rear port 24
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-1,lc,1,Rear port 1
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-2,lc,1,Rear port 2
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-3,lc,1,Rear port 3
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-4,lc,1,Rear port 4
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-5,lc,1,Rear port 5
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-6,lc,1,Rear port 6
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-7,lc,1,Rear port 7
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-8,lc,1,Rear port 8
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-9,lc,1,Rear port 9
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-10,lc,1,Rear port 10
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-11,lc,1,Rear port 11
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-12,lc,1,Rear port 12
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-13,lc,1,Rear port 13
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-14,lc,1,Rear port 14
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-15,lc,1,Rear port 15
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-16,lc,1,Rear port 16
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-17,lc,1,Rear port 17
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-18,lc,1,Rear port 18
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-19,lc,1,Rear port 19
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-20,lc,1,Rear port 20
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-21,lc,1,Rear port 21
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-22,lc,1,Rear port 22
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-23,lc,1,Rear port 23
EMEA-DC-ONPREM-SRV-A-R04-FPP02,Rear-24,lc,1,Rear port 24
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-1,lc,1,Rear port 1
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-2,lc,1,Rear port 2
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-3,lc,1,Rear port 3
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-4,lc,1,Rear port 4
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-5,lc,1,Rear port 5
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-6,lc,1,Rear port 6
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-7,lc,1,Rear port 7
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-8,lc,1,Rear port 8
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-9,lc,1,Rear port 9
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-10,lc,1,Rear port 10
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-11,lc,1,Rear port 11
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-12,lc,1,Rear port 12
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-13,lc,1,Rear port 13
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-14,lc,1,Rear port 14
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-15,lc,1,Rear port 15
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-16,lc,1,Rear port 16
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-17,lc,1,Rear port 17
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-18,lc,1,Rear port 18
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-19,lc,1,Rear port 19
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-20,lc,1,Rear port 20
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-21,lc,1,Rear port 21
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-22,lc,1,Rear port 22
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-23,lc,1,Rear port 23
EMEA-DC-ONPREM-SRV-A-R05-FPP01,Rear-24,lc,1,Rear port 24
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-1,lc,1,Rear port 1
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-2,lc,1,Rear port 2
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-3,lc,1,Rear port 3
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-4,lc,1,Rear port 4
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-5,lc,1,Rear port 5
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-6,lc,1,Rear port 6
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-7,lc,1,Rear port 7
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-8,lc,1,Rear port 8
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-9,lc,1,Rear port 9
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-10,lc,1,Rear port 10
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-11,lc,1,Rear port 11
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-12,lc,1,Rear port 12
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-13,lc,1,Rear port 13
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-14,lc,1,Rear port 14
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-15,lc,1,Rear port 15
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-16,lc,1,Rear port 16
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-17,lc,1,Rear port 17
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-18,lc,1,Rear port 18
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-19,lc,1,Rear port 19
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-20,lc,1,Rear port 20
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-21,lc,1,Rear port 21
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-22,lc,1,Rear port 22
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-23,lc,1,Rear port 23
EMEA-DC-ONPREM-SRV-A-R06-FPP01,Rear-24,lc,1,Rear port 24
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-1,lc,1,Rear port 1
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-2,lc,1,Rear port 2
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-3,lc,1,Rear port 3
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-4,lc,1,Rear port 4
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-5,lc,1,Rear port 5
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-6,lc,1,Rear port 6
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-7,lc,1,Rear port 7
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-8,lc,1,Rear port 8
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-9,lc,1,Rear port 9
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-10,lc,1,Rear port 10
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-11,lc,1,Rear port 11
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-12,lc,1,Rear port 12
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-13,lc,1,Rear port 13
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-14,lc,1,Rear port 14
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-15,lc,1,Rear port 15
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-16,lc,1,Rear port 16
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-17,lc,1,Rear port 17
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-18,lc,1,Rear port 18
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-19,lc,1,Rear port 19
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-20,lc,1,Rear port 20
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-21,lc,1,Rear port 21
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-22,lc,1,Rear port 22
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-23,lc,1,Rear port 23
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-24,lc,1,Rear port 24
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-25,lc,1,Rear port 25
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-26,lc,1,Rear port 26
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-27,lc,1,Rear port 27
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-28,lc,1,Rear port 28
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-29,lc,1,Rear port 29
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-30,lc,1,Rear port 30
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-31,lc,1,Rear port 31
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-32,lc,1,Rear port 32
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-33,lc,1,Rear port 33
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-34,lc,1,Rear port 34
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-35,lc,1,Rear port 35
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-36,lc,1,Rear port 36
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-37,lc,1,Rear port 37
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-38,lc,1,Rear port 38
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-39,lc,1,Rear port 39
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-40,lc,1,Rear port 40
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-41,lc,1,Rear port 41
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-42,lc,1,Rear port 42
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-43,lc,1,Rear port 43
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-44,lc,1,Rear port 44
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-45,lc,1,Rear port 45
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-46,lc,1,Rear port 46
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-47,lc,1,Rear port 47
EMEA-DC-ONPREM-SRV-B-R01-FPP01,Rear-48,lc,1,Rear port 48
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-1,lc,1,Rear port 1
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-2,lc,1,Rear port 2
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-3,lc,1,Rear port 3
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-4,lc,1,Rear port 4
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-5,lc,1,Rear port 5
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-6,lc,1,Rear port 6
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-7,lc,1,Rear port 7
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-8,lc,1,Rear port 8
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-9,lc,1,Rear port 9
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-10,lc,1,Rear port 10
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-11,lc,1,Rear port 11
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-12,lc,1,Rear port 12
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-13,lc,1,Rear port 13
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-14,lc,1,Rear port 14
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-15,lc,1,Rear port 15
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-16,lc,1,Rear port 16
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-17,lc,1,Rear port 17
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-18,lc,1,Rear port 18
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-19,lc,1,Rear port 19
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-20,lc,1,Rear port 20
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-21,lc,1,Rear port 21
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-22,lc,1,Rear port 22
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-23,lc,1,Rear port 23
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-24,lc,1,Rear port 24
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-25,lc,1,Rear port 25
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-26,lc,1,Rear port 26
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-27,lc,1,Rear port 27
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-28,lc,1,Rear port 28
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-29,lc,1,Rear port 29
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-30,lc,1,Rear port 30
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-31,lc,1,Rear port 31
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-32,lc,1,Rear port 32
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-33,lc,1,Rear port 33
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-34,lc,1,Rear port 34
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-35,lc,1,Rear port 35
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-36,lc,1,Rear port 36
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-37,lc,1,Rear port 37
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-38,lc,1,Rear port 38
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-39,lc,1,Rear port 39
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-40,lc,1,Rear port 40
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-41,lc,1,Rear port 41
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-42,lc,1,Rear port 42
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-43,lc,1,Rear port 43
EMEA-DC-ONPREM-SRV-B-R02-FPP01,Rear-44,lc,1,Rear port 44
