label,type,status,side_a_device,side_a_type,side_a_name,side_b_device,side_b_type,side_b_name,length,length_unit,color,description
EMEA-DC-ONPREM-CABLE-00915,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet3,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-3,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00916,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet4,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-4,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00917,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet5,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-5,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00918,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet6,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-6,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00919,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet7,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-7,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00920,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet8,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-8,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00921,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet9,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-9,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00922,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet10,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-10,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00923,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet11,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-11,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00924,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet12,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-12,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00925,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet13,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-13,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00926,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet14,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-14,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00927,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet15,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-15,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00928,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet16,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-16,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00929,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet17,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-17,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00930,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet18,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-18,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00931,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet19,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-19,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00932,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet20,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-20,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00933,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet21,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-21,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00934,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet22,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-22,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00935,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet23,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-23,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00936,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet24,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-24,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00937,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet25,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-25,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00938,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet26,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-26,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00939,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet27,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-27,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00940,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet28,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-28,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00941,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet29,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-29,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00942,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet30,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-30,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00943,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet31,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-31,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00944,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet32,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-32,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00945,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet33,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-33,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00946,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet34,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-34,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00947,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet35,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-35,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00948,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet36,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-36,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00949,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet37,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-37,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00950,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet38,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-38,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00951,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet39,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-39,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00952,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet40,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-40,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00953,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet41,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-41,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00954,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet42,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-42,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00955,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet43,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-43,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00956,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet44,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-44,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00957,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet45,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-45,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00958,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet46,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-46,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00959,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet47,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-47,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00960,smf,connected,EMEA-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet48,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-48,2,m,blue,Equipment cable: EMEA-DC-ONPREM-SPINE-B02 to front port
EMEA-DC-ONPREM-CABLE-00961,smf,connected,EMEA-DC-ONPREM-LEAF-B01,dcim.interface,Ethernet49,EMEA-DC-ONPREM-SRV-B-R03-FPP01,dcim.frontport,Front-1,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B01 uplink to front port
EMEA-DC-ONPREM-CABLE-00962,smf,connected,EMEA-DC-ONPREM-LEAF-B01,dcim.interface,Ethernet50,EMEA-DC-ONPREM-SRV-B-R03-FPP01,dcim.frontport,Front-2,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B01 uplink to front port
EMEA-DC-ONPREM-CABLE-00963,smf,connected,EMEA-DC-ONPREM-LEAF-B01,dcim.interface,Ethernet51,EMEA-DC-ONPREM-SRV-B-R03-FPP01,dcim.frontport,Front-3,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B01 uplink to front port
EMEA-DC-ONPREM-CABLE-00964,smf,connected,EMEA-DC-ONPREM-LEAF-B01,dcim.interface,Ethernet52,EMEA-DC-ONPREM-SRV-B-R03-FPP01,dcim.frontport,Front-4,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B01 uplink to front port
EMEA-DC-ONPREM-CABLE-00965,smf,connected,EMEA-DC-ONPREM-LEAF-B01,dcim.interface,Ethernet53,EMEA-DC-ONPREM-SRV-B-R03-FPP01,dcim.frontport,Front-5,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B01 uplink to front port
EMEA-DC-ONPREM-CABLE-00966,smf,connected,EMEA-DC-ONPREM-LEAF-B01,dcim.interface,Ethernet54,EMEA-DC-ONPREM-SRV-B-R03-FPP01,dcim.frontport,Front-6,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B01 uplink to front port
EMEA-DC-ONPREM-CABLE-00967,smf,connected,EMEA-DC-ONPREM-LEAF-B01,dcim.interface,Ethernet55,EMEA-DC-ONPREM-SRV-B-R03-FPP01,dcim.frontport,Front-7,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B01 uplink to front port
EMEA-DC-ONPREM-CABLE-00968,smf,connected,EMEA-DC-ONPREM-LEAF-B01,dcim.interface,Ethernet56,EMEA-DC-ONPREM-SRV-B-R03-FPP01,dcim.frontport,Front-8,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B01 uplink to front port
EMEA-DC-ONPREM-CABLE-00969,smf,connected,EMEA-DC-ONPREM-LEAF-B01,dcim.interface,Ethernet57,EMEA-DC-ONPREM-SRV-B-R03-FPP01,dcim.frontport,Front-9,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B01 uplink to front port
EMEA-DC-ONPREM-CABLE-00970,smf,connected,EMEA-DC-ONPREM-LEAF-B01,dcim.interface,Ethernet58,EMEA-DC-ONPREM-SRV-B-R03-FPP01,dcim.frontport,Front-10,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B01 uplink to front port
EMEA-DC-ONPREM-CABLE-00971,smf,connected,EMEA-DC-ONPREM-LEAF-B01,dcim.interface,Ethernet59,EMEA-DC-ONPREM-SRV-B-R03-FPP01,dcim.frontport,Front-11,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B01 uplink to front port
EMEA-DC-ONPREM-CABLE-00972,smf,connected,EMEA-DC-ONPREM-LEAF-B01,dcim.interface,Ethernet60,EMEA-DC-ONPREM-SRV-B-R03-FPP01,dcim.frontport,Front-12,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B01 uplink to front port
EMEA-DC-ONPREM-CABLE-00973,smf,connected,EMEA-DC-ONPREM-LEAF-B02,dcim.interface,Ethernet49,EMEA-DC-ONPREM-SRV-B-R04-FPP01,dcim.frontport,Front-1,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B02 uplink to front port
EMEA-DC-ONPREM-CABLE-00974,smf,connected,EMEA-DC-ONPREM-LEAF-B02,dcim.interface,Ethernet50,EMEA-DC-ONPREM-SRV-B-R04-FPP01,dcim.frontport,Front-2,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B02 uplink to front port
EMEA-DC-ONPREM-CABLE-00975,smf,connected,EMEA-DC-ONPREM-LEAF-B02,dcim.interface,Ethernet51,EMEA-DC-ONPREM-SRV-B-R04-FPP01,dcim.frontport,Front-3,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B02 uplink to front port
EMEA-DC-ONPREM-CABLE-00976,smf,connected,EMEA-DC-ONPREM-LEAF-B02,dcim.interface,Ethernet52,EMEA-DC-ONPREM-SRV-B-R04-FPP01,dcim.frontport,Front-4,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B02 uplink to front port
EMEA-DC-ONPREM-CABLE-00977,smf,connected,EMEA-DC-ONPREM-LEAF-B02,dcim.interface,Ethernet53,EMEA-DC-ONPREM-SRV-B-R04-FPP01,dcim.frontport,Front-5,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B02 uplink to front port
EMEA-DC-ONPREM-CABLE-00978,smf,connected,EMEA-DC-ONPREM-LEAF-B02,dcim.interface,Ethernet54,EMEA-DC-ONPREM-SRV-B-R04-FPP01,dcim.frontport,Front-6,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B02 uplink to front port
EMEA-DC-ONPREM-CABLE-00979,smf,connected,EMEA-DC-ONPREM-LEAF-B02,dcim.interface,Ethernet55,EMEA-DC-ONPREM-SRV-B-R04-FPP01,dcim.frontport,Front-7,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B02 uplink to front port
EMEA-DC-ONPREM-CABLE-00980,smf,connected,EMEA-DC-ONPREM-LEAF-B02,dcim.interface,Ethernet56,EMEA-DC-ONPREM-SRV-B-R04-FPP01,dcim.frontport,Front-8,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B02 uplink to front port
EMEA-DC-ONPREM-CABLE-00981,smf,connected,EMEA-DC-ONPREM-LEAF-B02,dcim.interface,Ethernet57,EMEA-DC-ONPREM-SRV-B-R04-FPP01,dcim.frontport,Front-9,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B02 uplink to front port
EMEA-DC-ONPREM-CABLE-00982,smf,connected,EMEA-DC-ONPREM-LEAF-B02,dcim.interface,Ethernet58,EMEA-DC-ONPREM-SRV-B-R04-FPP01,dcim.frontport,Front-10,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B02 uplink to front port
EMEA-DC-ONPREM-CABLE-00983,smf,connected,EMEA-DC-ONPREM-LEAF-B02,dcim.interface,Ethernet59,EMEA-DC-ONPREM-SRV-B-R04-FPP01,dcim.frontport,Front-11,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B02 uplink to front port
EMEA-DC-ONPREM-CABLE-00984,smf,connected,EMEA-DC-ONPREM-LEAF-B02,dcim.interface,Ethernet60,EMEA-DC-ONPREM-SRV-B-R04-FPP01,dcim.frontport,Front-12,2,m,blue,Equipment cable: EMEA-DC-ONPREM-LEAF-B02 uplink to front port
EMEA-DC-ONPREM-CABLE-00985,dac-active,connected,EMEA-DC-ONPREM-SRV-B-R03-FPP01,dcim.rearport,Rear-1,EMEA-DC-ONPREM-SRV-B-R01-FPP01,dcim.rearport,Rear-1,5,m,black,Horizontal cable: Leaf01 to Spine01 link 1
EMEA-DC-ONPREM-CABLE-00986,dac-active,connected,EMEA-DC-ONPREM-SRV-B-R03-FPP01,dcim.rearport,Rear-2,EMEA-DC-ONPREM-SRV-B-R01-FPP01,dcim.rearport,Rear-2,5,m,black,Horizontal cable: Leaf01 to Spine01 link 2
EMEA-DC-ONPREM-CABLE-00987,dac-active,connected,EMEA-DC-ONPREM-SRV-B-R03-FPP01,dcim.rearport,Rear-3,EMEA-DC-ONPREM-SRV-B-R01-FPP01,dcim.rearport,Rear-3,5,m,black,Horizontal cable: Leaf01 to Spine01 link 3
EMEA-DC-ONPREM-CABLE-00988,dac-active,connected,EMEA-DC-ONPREM-SRV-B-R03-FPP01,dcim.rearport,Rear-4,EMEA-DC-ONPREM-SRV-B-R01-FPP01,dcim.rearport,Rear-4,5,m,black,Horizontal cable: Leaf01 to Spine01 link 4
EMEA-DC-ONPREM-CABLE-00989,dac-active,connected,EMEA-DC-ONPREM-SRV-B-R03-FPP01,dcim.rearport,Rear-5,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.rearport,Rear-1,5,m,black,Horizontal cable: Leaf01 to Spine02 link 1
EMEA-DC-ONPREM-CABLE-00990,dac-active,connected,EMEA-DC-ONPREM-SRV-B-R03-FPP01,dcim.rearport,Rear-6,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.rearport,Rear-2,5,m,black,Horizontal cable: Leaf01 to Spine02 link 2
EMEA-DC-ONPREM-CABLE-00991,dac-active,connected,EMEA-DC-ONPREM-SRV-B-R03-FPP01,dcim.rearport,Rear-7,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.rearport,Rear-3,5,m,black,Horizontal cable: Leaf01 to Spine02 link 3
EMEA-DC-ONPREM-CABLE-00992,dac-active,connected,EMEA-DC-ONPREM-SRV-B-R03-FPP01,dcim.rearport,Rear-8,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.rearport,Rear-4,5,m,black,Horizontal cable: Leaf01 to Spine02 link 4
EMEA-DC-ONPREM-CABLE-00993,dac-active,connected,EMEA-DC-ONPREM-SRV-B-R04-FPP01,dcim.rearport,Rear-1,EMEA-DC-ONPREM-SRV-B-R01-FPP01,dcim.rearport,Rear-5,5,m,black,Horizontal cable: Leaf02 to Spine01 link 1
EMEA-DC-ONPREM-CABLE-00994,dac-active,connected,EMEA-DC-ONPREM-SRV-B-R04-FPP01,dcim.rearport,Rear-2,EMEA-DC-ONPREM-SRV-B-R01-FPP01,dcim.rearport,Rear-6,5,m,black,Horizontal cable: Leaf02 to Spine01 link 2
EMEA-DC-ONPREM-CABLE-00995,dac-active,connected,EMEA-DC-ONPREM-SRV-B-R04-FPP01,dcim.rearport,Rear-3,EMEA-DC-ONPREM-SRV-B-R01-FPP01,dcim.rearport,Rear-7,5,m,black,Horizontal cable: Leaf02 to Spine01 link 3
EMEA-DC-ONPREM-CABLE-00996,dac-active,connected,EMEA-DC-ONPREM-SRV-B-R04-FPP01,dcim.rearport,Rear-4,EMEA-DC-ONPREM-SRV-B-R01-FPP01,dcim.rearport,Rear-8,5,m,black,Horizontal cable: Leaf02 to Spine01 link 4
EMEA-DC-ONPREM-CABLE-00997,dac-active,connected,EMEA-DC-ONPREM-SRV-B-R04-FPP01,dcim.rearport,Rear-5,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.rearport,Rear-5,5,m,black,Horizontal cable: Leaf02 to Spine02 link 1
EMEA-DC-ONPREM-CABLE-00998,dac-active,connected,EMEA-DC-ONPREM-SRV-B-R04-FPP01,dcim.rearport,Rear-6,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.rearport,Rear-6,5,m,black,Horizontal cable: Leaf02 to Spine02 link 2
EMEA-DC-ONPREM-CABLE-00999,dac-active,connected,EMEA-DC-ONPREM-SRV-B-R04-FPP01,dcim.rearport,Rear-7,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.rearport,Rear-7,5,m,black,Horizontal cable: Leaf02 to Spine02 link 3
EMEA-DC-ONPREM-CABLE-01000,dac-active,connected,EMEA-DC-ONPREM-SRV-B-R04-FPP01,dcim.rearport,Rear-8,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.rearport,Rear-8,5,m,black,Horizontal cable: Leaf02 to Spine02 link 4
EMEA-DC-ONPREM-CABLE-01001,aoc,connected,EMEA-DC-ONPREM-SRV-B-R01-FPP01,dcim.rearport,Rear-45,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.rearport,Rear-40,25,m,aqua,Vertical backbone: SpineB01 to Dist01 100G
EMEA-DC-ONPREM-CABLE-01002,aoc,connected,EMEA-DC-ONPREM-SRV-B-R01-FPP01,dcim.rearport,Rear-46,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.rearport,Rear-40,25,m,aqua,Vertical backbone: SpineB01 to Dist02 100G
EMEA-DC-ONPREM-CABLE-01003,aoc,connected,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.rearport,Rear-45,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.rearport,Rear-41,25,m,aqua,Vertical backbone: SpineB02 to Dist01 100G
EMEA-DC-ONPREM-CABLE-01004,aoc,connected,EMEA-DC-ONPREM-SRV-B-R02-FPP01,dcim.rearport,Rear-46,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.rearport,Rear-41,25,m,aqua,Vertical backbone: SpineB02 to Dist02 100G
EMEA-DC-ONPREM-CABLE-01005,smf,connected,EMEA-DC-ONPREM-ESX-B01,dcim.interface,NIC1-Port1,EMEA-DC-ONPREM-SRV-B-R05-FPP01,dcim.frontport,Front-1,2,m,blue,Equipment cable: EMEA-DC-ONPREM-ESX-B01 to front port
EMEA-DC-ONPREM-CABLE-01006,smf,connected,EMEA-DC-ONPREM-ESX-B01,dcim.interface,NIC1-Port2,EMEA-DC-ONPREM-SRV-B-R05-FPP01,dcim.frontport,Front-2,2,m,blue,Equipment cable: EMEA-DC-ONPREM-ESX-B01 to front port
EMEA-DC-ONPREM-CABLE-01007,smf,connected,EMEA-DC-ONPREM-ESX-B01,dcim.interface,NIC2-Port1,EMEA-DC-ONPREM-SRV-B-R05-FPP01,dcim.frontport,Front-3,2,m,blue,Equipment cable: EMEA-DC-ONPREM-ESX-B01 to front port
EMEA-DC-ONPREM-CABLE-01008,smf,connected,EMEA-DC-ONPREM-ESX-B01,dcim.interface,NIC2-Port2,EMEA-DC-ONPREM-SRV-B-R05-FPP01,dcim.frontport,Front-4,2,m,blue,Equipment cable: EMEA-DC-ONPREM-ESX-B01 to front port
EMEA-DC-ONPREM-CABLE-01009,smf,connected,EMEA-DC-ONPREM-ESX-B02,dcim.interface,NIC1-Port1,EMEA-DC-ONPREM-SRV-B-R06-FPP01,dcim.frontport,Front-1,2,m,blue,Equipment cable: EMEA-DC-ONPREM-ESX-B02 to front port
