label,type,status,a_termination_type,a_termination,b_termination_type,b_termination,length,length_unit,description
EMEA-DC-ONPREM-CABLE-0200-EMEA-DC-ONPREM-ESX-A03-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-A03:eno1,dcim.interface,EMEA-DC-ONPREM-LEAF-A01:Ethernet5,,,Connection EMEA-DC-ONPREM-ESX-A03 to EMEA-DC-ONPREM-LEAF-A01
EMEA-DC-ONPREM-CABLE-0201-EMEA-DC-ONPREM-ESX-A03-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-A03:eno2,dcim.interface,EMEA-DC-ONPREM-LEAF-A01:Ethernet6,,,Connection EMEA-DC-ONPREM-ESX-A03 to EMEA-DC-ONPREM-LEAF-A01
EMEA-DC-ONPREM-CABLE-0202-EMEA-DC-ONPREM-ESX-A03-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-A03:eno3,dcim.interface,EMEA-DC-ONPREM-LEAF-A02:Ethernet5,,,Connection EMEA-DC-ONPREM-ESX-A03 to EMEA-DC-ONPREM-LEAF-A02
EMEA-DC-ONPREM-CABLE-0203-EMEA-DC-ONPREM-ESX-A03-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-A03:eno4,dcim.interface,EMEA-DC-ONPREM-LEAF-A02:Ethernet6,,,Connection EMEA-DC-ONPREM-ESX-A03 to EMEA-DC-ONPREM-LEAF-A02
EMEA-DC-ONPREM-CABLE-0204-EMEA-DC-ONPREM-ESX-A04-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-A04:eno1,dcim.interface,EMEA-DC-ONPREM-LEAF-A01:Ethernet7,,,Connection EMEA-DC-ONPREM-ESX-A04 to EMEA-DC-ONPREM-LEAF-A01
EMEA-DC-ONPREM-CABLE-0205-EMEA-DC-ONPREM-ESX-A04-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-A04:eno2,dcim.interface,EMEA-DC-ONPREM-LEAF-A01:Ethernet8,,,Connection EMEA-DC-ONPREM-ESX-A04 to EMEA-DC-ONPREM-LEAF-A01
EMEA-DC-ONPREM-CABLE-0206-EMEA-DC-ONPREM-ESX-A04-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-A04:eno3,dcim.interface,EMEA-DC-ONPREM-LEAF-A02:Ethernet7,,,Connection EMEA-DC-ONPREM-ESX-A04 to EMEA-DC-ONPREM-LEAF-A02
EMEA-DC-ONPREM-CABLE-0207-EMEA-DC-ONPREM-ESX-A04-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-A04:eno4,dcim.interface,EMEA-DC-ONPREM-LEAF-A02:Ethernet8,,,Connection EMEA-DC-ONPREM-ESX-A04 to EMEA-DC-ONPREM-LEAF-A02
EMEA-DC-ONPREM-CABLE-0208-EMEA-DC-ONPREM-ESX-A05-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-A05:eno1,dcim.interface,EMEA-DC-ONPREM-LEAF-A01:Ethernet9,,,Connection EMEA-DC-ONPREM-ESX-A05 to EMEA-DC-ONPREM-LEAF-A01
EMEA-DC-ONPREM-CABLE-0209-EMEA-DC-ONPREM-ESX-A05-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-A05:eno2,dcim.interface,EMEA-DC-ONPREM-LEAF-A01:Ethernet10,,,Connection EMEA-DC-ONPREM-ESX-A05 to EMEA-DC-ONPREM-LEAF-A01
EMEA-DC-ONPREM-CABLE-0210-EMEA-DC-ONPREM-ESX-A05-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-A05:eno3,dcim.interface,EMEA-DC-ONPREM-LEAF-A02:Ethernet9,,,Connection EMEA-DC-ONPREM-ESX-A05 to EMEA-DC-ONPREM-LEAF-A02
EMEA-DC-ONPREM-CABLE-0211-EMEA-DC-ONPREM-ESX-A05-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-A05:eno4,dcim.interface,EMEA-DC-ONPREM-LEAF-A02:Ethernet10,,,Connection EMEA-DC-ONPREM-ESX-A05 to EMEA-DC-ONPREM-LEAF-A02
EMEA-DC-ONPREM-CABLE-0212-EMEA-DC-ONPREM-ESX-A06-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-A06:eno1,dcim.interface,EMEA-DC-ONPREM-LEAF-A01:Ethernet11,,,Connection EMEA-DC-ONPREM-ESX-A06 to EMEA-DC-ONPREM-LEAF-A01
EMEA-DC-ONPREM-CABLE-0213-EMEA-DC-ONPREM-ESX-A06-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-A06:eno2,dcim.interface,EMEA-DC-ONPREM-LEAF-A01:Ethernet12,,,Connection EMEA-DC-ONPREM-ESX-A06 to EMEA-DC-ONPREM-LEAF-A01
EMEA-DC-ONPREM-CABLE-0214-EMEA-DC-ONPREM-ESX-A06-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-A06:eno3,dcim.interface,EMEA-DC-ONPREM-LEAF-A02:Ethernet11,,,Connection EMEA-DC-ONPREM-ESX-A06 to EMEA-DC-ONPREM-LEAF-A02
EMEA-DC-ONPREM-CABLE-0215-EMEA-DC-ONPREM-ESX-A06-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-A06:eno4,dcim.interface,EMEA-DC-ONPREM-LEAF-A02:Ethernet12,,,Connection EMEA-DC-ONPREM-ESX-A06 to EMEA-DC-ONPREM-LEAF-A02
EMEA-DC-ONPREM-CABLE-0216-SPINEB01-D01,aoc,connected,dcim.interface,EMEA-DC-ONPREM-SPINE-B01:Ethernet49,dcim.interface,EMEA-DC-ONPREM-DIST-SW01:Ethernet1/40,,,Connection EMEA-DC-ONPREM-SPINE-B01 to EMEA-DC-ONPREM-DIST-SW01
EMEA-DC-ONPREM-CABLE-0217-SPINEB01-D02,aoc,connected,dcim.interface,EMEA-DC-ONPREM-SPINE-B01:Ethernet50,dcim.interface,EMEA-DC-ONPREM-DIST-SW02:Ethernet1/40,,,Connection EMEA-DC-ONPREM-SPINE-B01 to EMEA-DC-ONPREM-DIST-SW02
EMEA-DC-ONPREM-CABLE-0218-SPINEB02-D01,aoc,connected,dcim.interface,EMEA-DC-ONPREM-SPINE-B02:Ethernet49,dcim.interface,EMEA-DC-ONPREM-DIST-SW01:Ethernet1/41,,,Connection EMEA-DC-ONPREM-SPINE-B02 to EMEA-DC-ONPREM-DIST-SW01
EMEA-DC-ONPREM-CABLE-0219-SPINEB02-D02,aoc,connected,dcim.interface,EMEA-DC-ONPREM-SPINE-B02:Ethernet50,dcim.interface,EMEA-DC-ONPREM-DIST-SW02:Ethernet1/41,,,Connection EMEA-DC-ONPREM-SPINE-B02 to EMEA-DC-ONPREM-DIST-SW02
EMEA-DC-ONPREM-CABLE-0220-LEAFB01-SPINEB01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet49,dcim.interface,EMEA-DC-ONPREM-SPINE-B01:Ethernet1,,,Connection EMEA-DC-ONPREM-LEAF-B01 to EMEA-DC-ONPREM-SPINE-B01
EMEA-DC-ONPREM-CABLE-0221-LEAFB01-SPINEB01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet50,dcim.interface,EMEA-DC-ONPREM-SPINE-B01:Ethernet2,,,Connection EMEA-DC-ONPREM-LEAF-B01 to EMEA-DC-ONPREM-SPINE-B01
EMEA-DC-ONPREM-CABLE-0222-LEAFB01-SPINEB01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet51,dcim.interface,EMEA-DC-ONPREM-SPINE-B01:Ethernet3,,,Connection EMEA-DC-ONPREM-LEAF-B01 to EMEA-DC-ONPREM-SPINE-B01
EMEA-DC-ONPREM-CABLE-0223-LEAFB01-SPINEB01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet52,dcim.interface,EMEA-DC-ONPREM-SPINE-B01:Ethernet4,,,Connection EMEA-DC-ONPREM-LEAF-B01 to EMEA-DC-ONPREM-SPINE-B01
EMEA-DC-ONPREM-CABLE-0224-LEAFB01-SPINEB02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet53,dcim.interface,EMEA-DC-ONPREM-SPINE-B02:Ethernet1,,,Connection EMEA-DC-ONPREM-LEAF-B01 to EMEA-DC-ONPREM-SPINE-B02
EMEA-DC-ONPREM-CABLE-0225-LEAFB01-SPINEB02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet54,dcim.interface,EMEA-DC-ONPREM-SPINE-B02:Ethernet2,,,Connection EMEA-DC-ONPREM-LEAF-B01 to EMEA-DC-ONPREM-SPINE-B02
EMEA-DC-ONPREM-CABLE-0226-LEAFB01-SPINEB02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet55,dcim.interface,EMEA-DC-ONPREM-SPINE-B02:Ethernet3,,,Connection EMEA-DC-ONPREM-LEAF-B01 to EMEA-DC-ONPREM-SPINE-B02
EMEA-DC-ONPREM-CABLE-0227-LEAFB01-SPINEB02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet56,dcim.interface,EMEA-DC-ONPREM-SPINE-B02:Ethernet4,,,Connection EMEA-DC-ONPREM-LEAF-B01 to EMEA-DC-ONPREM-SPINE-B02
EMEA-DC-ONPREM-CABLE-0228-LEAFB02-SPINEB01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet49,dcim.interface,EMEA-DC-ONPREM-SPINE-B01:Ethernet5,,,Connection EMEA-DC-ONPREM-LEAF-B02 to EMEA-DC-ONPREM-SPINE-B01
EMEA-DC-ONPREM-CABLE-0229-LEAFB02-SPINEB01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet50,dcim.interface,EMEA-DC-ONPREM-SPINE-B01:Ethernet6,,,Connection EMEA-DC-ONPREM-LEAF-B02 to EMEA-DC-ONPREM-SPINE-B01
EMEA-DC-ONPREM-CABLE-0230-LEAFB02-SPINEB01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet51,dcim.interface,EMEA-DC-ONPREM-SPINE-B01:Ethernet7,,,Connection EMEA-DC-ONPREM-LEAF-B02 to EMEA-DC-ONPREM-SPINE-B01
EMEA-DC-ONPREM-CABLE-0231-LEAFB02-SPINEB01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet52,dcim.interface,EMEA-DC-ONPREM-SPINE-B01:Ethernet8,,,Connection EMEA-DC-ONPREM-LEAF-B02 to EMEA-DC-ONPREM-SPINE-B01
EMEA-DC-ONPREM-CABLE-0232-LEAFB02-SPINEB02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet53,dcim.interface,EMEA-DC-ONPREM-SPINE-B02:Ethernet5,,,Connection EMEA-DC-ONPREM-LEAF-B02 to EMEA-DC-ONPREM-SPINE-B02
EMEA-DC-ONPREM-CABLE-0233-LEAFB02-SPINEB02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet54,dcim.interface,EMEA-DC-ONPREM-SPINE-B02:Ethernet6,,,Connection EMEA-DC-ONPREM-LEAF-B02 to EMEA-DC-ONPREM-SPINE-B02
EMEA-DC-ONPREM-CABLE-0234-LEAFB02-SPINEB02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet55,dcim.interface,EMEA-DC-ONPREM-SPINE-B02:Ethernet7,,,Connection EMEA-DC-ONPREM-LEAF-B02 to EMEA-DC-ONPREM-SPINE-B02
EMEA-DC-ONPREM-CABLE-0235-LEAFB02-SPINEB02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet56,dcim.interface,EMEA-DC-ONPREM-SPINE-B02:Ethernet8,,,Connection EMEA-DC-ONPREM-LEAF-B02 to EMEA-DC-ONPREM-SPINE-B02
EMEA-DC-ONPREM-CABLE-0236-EMEA-DC-ONPREM-ESX-B01-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B01:eno1,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet1,,,Connection EMEA-DC-ONPREM-ESX-B01 to EMEA-DC-ONPREM-LEAF-B01
EMEA-DC-ONPREM-CABLE-0237-EMEA-DC-ONPREM-ESX-B01-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B01:eno2,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet2,,,Connection EMEA-DC-ONPREM-ESX-B01 to EMEA-DC-ONPREM-LEAF-B01
EMEA-DC-ONPREM-CABLE-0238-EMEA-DC-ONPREM-ESX-B01-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B01:eno3,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet1,,,Connection EMEA-DC-ONPREM-ESX-B01 to EMEA-DC-ONPREM-LEAF-B02
EMEA-DC-ONPREM-CABLE-0239-EMEA-DC-ONPREM-ESX-B01-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B01:eno4,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet2,,,Connection EMEA-DC-ONPREM-ESX-B01 to EMEA-DC-ONPREM-LEAF-B02
EMEA-DC-ONPREM-CABLE-0240-EMEA-DC-ONPREM-ESX-B02-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B02:eno1,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet3,,,Connection EMEA-DC-ONPREM-ESX-B02 to EMEA-DC-ONPREM-LEAF-B01
EMEA-DC-ONPREM-CABLE-0241-EMEA-DC-ONPREM-ESX-B02-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B02:eno2,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet4,,,Connection EMEA-DC-ONPREM-ESX-B02 to EMEA-DC-ONPREM-LEAF-B01
EMEA-DC-ONPREM-CABLE-0242-EMEA-DC-ONPREM-ESX-B02-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B02:eno3,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet3,,,Connection EMEA-DC-ONPREM-ESX-B02 to EMEA-DC-ONPREM-LEAF-B02
EMEA-DC-ONPREM-CABLE-0243-EMEA-DC-ONPREM-ESX-B02-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B02:eno4,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet4,,,Connection EMEA-DC-ONPREM-ESX-B02 to EMEA-DC-ONPREM-LEAF-B02
EMEA-DC-ONPREM-CABLE-0244-EMEA-DC-ONPREM-ESX-B03-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B03:eno1,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet5,,,Connection EMEA-DC-ONPREM-ESX-B03 to EMEA-DC-ONPREM-LEAF-B01
EMEA-DC-ONPREM-CABLE-0245-EMEA-DC-ONPREM-ESX-B03-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B03:eno2,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet6,,,Connection EMEA-DC-ONPREM-ESX-B03 to EMEA-DC-ONPREM-LEAF-B01
EMEA-DC-ONPREM-CABLE-0246-EMEA-DC-ONPREM-ESX-B03-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B03:eno3,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet5,,,Connection EMEA-DC-ONPREM-ESX-B03 to EMEA-DC-ONPREM-LEAF-B02
EMEA-DC-ONPREM-CABLE-0247-EMEA-DC-ONPREM-ESX-B03-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B03:eno4,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet6,,,Connection EMEA-DC-ONPREM-ESX-B03 to EMEA-DC-ONPREM-LEAF-B02
EMEA-DC-ONPREM-CABLE-0248-EMEA-DC-ONPREM-ESX-B04-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B04:eno1,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet7,,,Connection EMEA-DC-ONPREM-ESX-B04 to EMEA-DC-ONPREM-LEAF-B01
EMEA-DC-ONPREM-CABLE-0249-EMEA-DC-ONPREM-ESX-B04-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B04:eno2,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet8,,,Connection EMEA-DC-ONPREM-ESX-B04 to EMEA-DC-ONPREM-LEAF-B01
EMEA-DC-ONPREM-CABLE-0250-EMEA-DC-ONPREM-ESX-B04-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B04:eno3,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet7,,,Connection EMEA-DC-ONPREM-ESX-B04 to EMEA-DC-ONPREM-LEAF-B02
EMEA-DC-ONPREM-CABLE-0251-EMEA-DC-ONPREM-ESX-B04-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B04:eno4,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet8,,,Connection EMEA-DC-ONPREM-ESX-B04 to EMEA-DC-ONPREM-LEAF-B02
EMEA-DC-ONPREM-CABLE-0252-EMEA-DC-ONPREM-ESX-B05-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B05:eno1,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet9,,,Connection EMEA-DC-ONPREM-ESX-B05 to EMEA-DC-ONPREM-LEAF-B01
EMEA-DC-ONPREM-CABLE-0253-EMEA-DC-ONPREM-ESX-B05-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B05:eno2,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet10,,,Connection EMEA-DC-ONPREM-ESX-B05 to EMEA-DC-ONPREM-LEAF-B01
EMEA-DC-ONPREM-CABLE-0254-EMEA-DC-ONPREM-ESX-B05-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B05:eno3,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet9,,,Connection EMEA-DC-ONPREM-ESX-B05 to EMEA-DC-ONPREM-LEAF-B02
EMEA-DC-ONPREM-CABLE-0255-EMEA-DC-ONPREM-ESX-B05-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B05:eno4,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet10,,,Connection EMEA-DC-ONPREM-ESX-B05 to EMEA-DC-ONPREM-LEAF-B02
EMEA-DC-ONPREM-CABLE-0256-EMEA-DC-ONPREM-ESX-B06-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B06:eno1,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet11,,,Connection EMEA-DC-ONPREM-ESX-B06 to EMEA-DC-ONPREM-LEAF-B01
EMEA-DC-ONPREM-CABLE-0257-EMEA-DC-ONPREM-ESX-B06-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B06:eno2,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet12,,,Connection EMEA-DC-ONPREM-ESX-B06 to EMEA-DC-ONPREM-LEAF-B01
EMEA-DC-ONPREM-CABLE-0258-EMEA-DC-ONPREM-ESX-B06-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B06:eno3,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet11,,,Connection EMEA-DC-ONPREM-ESX-B06 to EMEA-DC-ONPREM-LEAF-B02
EMEA-DC-ONPREM-CABLE-0259-EMEA-DC-ONPREM-ESX-B06-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ESX-B06:eno4,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet12,,,Connection EMEA-DC-ONPREM-ESX-B06 to EMEA-DC-ONPREM-LEAF-B02
EMEA-DC-ONPREM-CABLE-0260-EMEA-DC-ONPREM-PHYS-DB01-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-PHYS-DB01:eno1,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet13,,,Connection EMEA-DC-ONPREM-PHYS-DB01 to EMEA-DC-ONPREM-LEAF-B01
EMEA-DC-ONPREM-CABLE-0261-EMEA-DC-ONPREM-PHYS-DB01-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-PHYS-DB01:eno2,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet14,,,Connection EMEA-DC-ONPREM-PHYS-DB01 to EMEA-DC-ONPREM-LEAF-B01
EMEA-DC-ONPREM-CABLE-0262-EMEA-DC-ONPREM-PHYS-DB01-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-PHYS-DB01:eno3,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet13,,,Connection EMEA-DC-ONPREM-PHYS-DB01 to EMEA-DC-ONPREM-LEAF-B02
EMEA-DC-ONPREM-CABLE-0263-EMEA-DC-ONPREM-PHYS-DB01-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-PHYS-DB01:eno4,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet14,,,Connection EMEA-DC-ONPREM-PHYS-DB01 to EMEA-DC-ONPREM-LEAF-B02
EMEA-DC-ONPREM-CABLE-0264-EMEA-DC-ONPREM-PHYS-DB02-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-PHYS-DB02:eno1,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet15,,,Connection EMEA-DC-ONPREM-PHYS-DB02 to EMEA-DC-ONPREM-LEAF-B01
EMEA-DC-ONPREM-CABLE-0265-EMEA-DC-ONPREM-PHYS-DB02-LEAF01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-PHYS-DB02:eno2,dcim.interface,EMEA-DC-ONPREM-LEAF-B01:Ethernet16,,,Connection EMEA-DC-ONPREM-PHYS-DB02 to EMEA-DC-ONPREM-LEAF-B01
EMEA-DC-ONPREM-CABLE-0266-EMEA-DC-ONPREM-PHYS-DB02-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-PHYS-DB02:eno3,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet15,,,Connection EMEA-DC-ONPREM-PHYS-DB02 to EMEA-DC-ONPREM-LEAF-B02
EMEA-DC-ONPREM-CABLE-0267-EMEA-DC-ONPREM-PHYS-DB02-LEAF02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-PHYS-DB02:eno4,dcim.interface,EMEA-DC-ONPREM-LEAF-B02:Ethernet16,,,Connection EMEA-DC-ONPREM-PHYS-DB02 to EMEA-DC-ONPREM-LEAF-B02
EMEA-DC-ONPREM-CABLE-0268-ACCSTG01-D01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ACC-STG-01:GigabitEthernet1/0/47,dcim.interface,EMEA-DC-ONPREM-DIST-SW01:Ethernet1/45,,,Connection EMEA-DC-ONPREM-ACC-STG-01 to EMEA-DC-ONPREM-DIST-SW01
EMEA-DC-ONPREM-CABLE-0269-ACCSTG01-D02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ACC-STG-01:GigabitEthernet1/0/48,dcim.interface,EMEA-DC-ONPREM-DIST-SW02:Ethernet1/45,,,Connection EMEA-DC-ONPREM-ACC-STG-01 to EMEA-DC-ONPREM-DIST-SW02
EMEA-DC-ONPREM-CABLE-0270-ACCSTG02-D01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ACC-STG-02:GigabitEthernet1/0/47,dcim.interface,EMEA-DC-ONPREM-DIST-SW01:Ethernet1/46,,,Connection EMEA-DC-ONPREM-ACC-STG-02 to EMEA-DC-ONPREM-DIST-SW01
EMEA-DC-ONPREM-CABLE-0271-ACCSTG02-D02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-ACC-STG-02:GigabitEthernet1/0/48,dcim.interface,EMEA-DC-ONPREM-DIST-SW02:Ethernet1/46,,,Connection EMEA-DC-ONPREM-ACC-STG-02 to EMEA-DC-ONPREM-DIST-SW02
EMEA-DC-ONPREM-CABLE-0272-SAN01-ACCSTG01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-SAN-01:eth1,dcim.interface,EMEA-DC-ONPREM-ACC-STG-01:GigabitEthernet1/0/1,,,Connection EMEA-DC-ONPREM-SAN-01 to EMEA-DC-ONPREM-ACC-STG-01
EMEA-DC-ONPREM-CABLE-0273-SAN01-ACCSTG01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-SAN-01:eth2,dcim.interface,EMEA-DC-ONPREM-ACC-STG-01:GigabitEthernet1/0/2,,,Connection EMEA-DC-ONPREM-SAN-01 to EMEA-DC-ONPREM-ACC-STG-01
EMEA-DC-ONPREM-CABLE-0274-SAN01-ACCSTG02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-SAN-01:eth3,dcim.interface,EMEA-DC-ONPREM-ACC-STG-02:GigabitEthernet1/0/1,,,Connection EMEA-DC-ONPREM-SAN-01 to EMEA-DC-ONPREM-ACC-STG-02
EMEA-DC-ONPREM-CABLE-0275-SAN01-ACCSTG02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-SAN-01:eth4,dcim.interface,EMEA-DC-ONPREM-ACC-STG-02:GigabitEthernet1/0/2,,,Connection EMEA-DC-ONPREM-SAN-01 to EMEA-DC-ONPREM-ACC-STG-02
EMEA-DC-ONPREM-CABLE-0276-SAN02-ACCSTG01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-SAN-02:eth1,dcim.interface,EMEA-DC-ONPREM-ACC-STG-01:GigabitEthernet1/0/3,,,Connection EMEA-DC-ONPREM-SAN-02 to EMEA-DC-ONPREM-ACC-STG-01
EMEA-DC-ONPREM-CABLE-0277-SAN02-ACCSTG01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-SAN-02:eth2,dcim.interface,EMEA-DC-ONPREM-ACC-STG-01:GigabitEthernet1/0/4,,,Connection EMEA-DC-ONPREM-SAN-02 to EMEA-DC-ONPREM-ACC-STG-01
EMEA-DC-ONPREM-CABLE-0278-SAN02-ACCSTG02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-SAN-02:eth3,dcim.interface,EMEA-DC-ONPREM-ACC-STG-02:GigabitEthernet1/0/3,,,Connection EMEA-DC-ONPREM-SAN-02 to EMEA-DC-ONPREM-ACC-STG-02
EMEA-DC-ONPREM-CABLE-0279-SAN02-ACCSTG02,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-SAN-02:eth4,dcim.interface,EMEA-DC-ONPREM-ACC-STG-02:GigabitEthernet1/0/4,,,Connection EMEA-DC-ONPREM-SAN-02 to EMEA-DC-ONPREM-ACC-STG-02
EMEA-DC-ONPREM-CABLE-0280-NAS01-ACCSTG01,dac-active,connected,dcim.interface,EMEA-DC-ONPREM-NAS-01:ext-1,dcim.interface,EMEA-DC-ONPREM-ACC-STG-01:GigabitEthernet1/0/5,,,Connection EMEA-DC-ONPREM-NAS-01 to EMEA-DC-ONPREM-ACC-STG-01
