name,site,location,status,rack_type,description
MV-Agency2-MDF1-R01,MV-Agency2,MV-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - MV-Agency2-MDF1
MV-Agency2-MDF1-R02,MV-Agency2,MV-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - MV-Agency2-MDF1
MV-Agency2-MDF2-R01,MV-Agency2,MV-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - MV-Agency2-MDF2
MV-Agency2-MDF2-R02,MV-Agency2,MV-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - MV-Agency2-MDF2
AF-Agency1-MDF1-R01,AF-Agency1,AF-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - AF-Agency1-MDF1
AF-Agency1-MDF1-R02,AF-Agency1,AF-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - AF-Agency1-MDF1
AF-Agency1-MDF2-R01,AF-Agency1,AF-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - AF-Agency1-MDF2
AF-Agency1-MDF2-R02,AF-Agency1,AF-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - AF-Agency1-MDF2
AF-Agency2-MDF1-R01,AF-Agency2,AF-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - AF-Agency2-MDF1
AF-Agency2-MDF1-R02,AF-Agency2,AF-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - AF-Agency2-MDF1
AF-Agency2-MDF2-R01,AF-Agency2,AF-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - AF-Agency2-MDF2
AF-Agency2-MDF2-R02,AF-Agency2,AF-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - AF-Agency2-MDF2
AU-Agency1-MDF1-R01,AU-Agency1,AU-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - AU-Agency1-MDF1
AU-Agency1-MDF1-R02,AU-Agency1,AU-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - AU-Agency1-MDF1
AU-Agency1-MDF2-R01,AU-Agency1,AU-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - AU-Agency1-MDF2
AU-Agency1-MDF2-R02,AU-Agency1,AU-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - AU-Agency1-MDF2
AU-Agency2-MDF1-R01,AU-Agency2,AU-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - AU-Agency2-MDF1
AU-Agency2-MDF1-R02,AU-Agency2,AU-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - AU-Agency2-MDF1
AU-Agency2-MDF2-R01,AU-Agency2,AU-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - AU-Agency2-MDF2
AU-Agency2-MDF2-R02,AU-Agency2,AU-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - AU-Agency2-MDF2
NZ-Agency1-MDF1-R01,NZ-Agency1,NZ-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - NZ-Agency1-MDF1
NZ-Agency1-MDF1-R02,NZ-Agency1,NZ-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - NZ-Agency1-MDF1
NZ-Agency1-MDF2-R01,NZ-Agency1,NZ-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - NZ-Agency1-MDF2
NZ-Agency1-MDF2-R02,NZ-Agency1,NZ-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - NZ-Agency1-MDF2
NZ-Agency2-MDF1-R01,NZ-Agency2,NZ-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - NZ-Agency2-MDF1
NZ-Agency2-MDF1-R02,NZ-Agency2,NZ-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - NZ-Agency2-MDF1
NZ-Agency2-MDF2-R01,NZ-Agency2,NZ-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - NZ-Agency2-MDF2
NZ-Agency2-MDF2-R02,NZ-Agency2,NZ-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - NZ-Agency2-MDF2
PG-Agency1-MDF1-R01,PG-Agency1,PG-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - PG-Agency1-MDF1
PG-Agency1-MDF1-R02,PG-Agency1,PG-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - PG-Agency1-MDF1
PG-Agency1-MDF2-R01,PG-Agency1,PG-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - PG-Agency1-MDF2
PG-Agency1-MDF2-R02,PG-Agency1,PG-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - PG-Agency1-MDF2
PG-Agency2-MDF1-R01,PG-Agency2,PG-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - PG-Agency2-MDF1
PG-Agency2-MDF1-R02,PG-Agency2,PG-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - PG-Agency2-MDF1
PG-Agency2-MDF2-R01,PG-Agency2,PG-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - PG-Agency2-MDF2
PG-Agency2-MDF2-R02,PG-Agency2,PG-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - PG-Agency2-MDF2
FJ-Agency1-MDF1-R01,FJ-Agency1,FJ-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - FJ-Agency1-MDF1
FJ-Agency1-MDF1-R02,FJ-Agency1,FJ-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - FJ-Agency1-MDF1
FJ-Agency1-MDF2-R01,FJ-Agency1,FJ-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - FJ-Agency1-MDF2
FJ-Agency1-MDF2-R02,FJ-Agency1,FJ-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - FJ-Agency1-MDF2
FJ-Agency2-MDF1-R01,FJ-Agency2,FJ-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - FJ-Agency2-MDF1
FJ-Agency2-MDF1-R02,FJ-Agency2,FJ-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - FJ-Agency2-MDF1
FJ-Agency2-MDF2-R01,FJ-Agency2,FJ-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - FJ-Agency2-MDF2
FJ-Agency2-MDF2-R02,FJ-Agency2,FJ-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - FJ-Agency2-MDF2
WS-Agency1-MDF1-R01,WS-Agency1,WS-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - WS-Agency1-MDF1
WS-Agency1-MDF1-R02,WS-Agency1,WS-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - WS-Agency1-MDF1
WS-Agency1-MDF2-R01,WS-Agency1,WS-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - WS-Agency1-MDF2
WS-Agency1-MDF2-R02,WS-Agency1,WS-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - WS-Agency1-MDF2
WS-Agency2-MDF1-R01,WS-Agency2,WS-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - WS-Agency2-MDF1
WS-Agency2-MDF1-R02,WS-Agency2,WS-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - WS-Agency2-MDF1
WS-Agency2-MDF2-R01,WS-Agency2,WS-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - WS-Agency2-MDF2
WS-Agency2-MDF2-R02,WS-Agency2,WS-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - WS-Agency2-MDF2
TO-Agency1-MDF1-R01,TO-Agency1,TO-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - TO-Agency1-MDF1
TO-Agency1-MDF1-R02,TO-Agency1,TO-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - TO-Agency1-MDF1
TO-Agency1-MDF2-R01,TO-Agency1,TO-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - TO-Agency1-MDF2
TO-Agency1-MDF2-R02,TO-Agency1,TO-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - TO-Agency1-MDF2
TO-Agency2-MDF1-R01,TO-Agency2,TO-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - TO-Agency2-MDF1
TO-Agency2-MDF1-R02,TO-Agency2,TO-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - TO-Agency2-MDF1
TO-Agency2-MDF2-R01,TO-Agency2,TO-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - TO-Agency2-MDF2
TO-Agency2-MDF2-R02,TO-Agency2,TO-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - TO-Agency2-MDF2
VU-Agency1-MDF1-R01,VU-Agency1,VU-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - VU-Agency1-MDF1
VU-Agency1-MDF1-R02,VU-Agency1,VU-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - VU-Agency1-MDF1
VU-Agency1-MDF2-R01,VU-Agency1,VU-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - VU-Agency1-MDF2
VU-Agency1-MDF2-R02,VU-Agency1,VU-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - VU-Agency1-MDF2
VU-Agency2-MDF1-R01,VU-Agency2,VU-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - VU-Agency2-MDF1
VU-Agency2-MDF1-R02,VU-Agency2,VU-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - VU-Agency2-MDF1
VU-Agency2-MDF2-R01,VU-Agency2,VU-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - VU-Agency2-MDF2
VU-Agency2-MDF2-R02,VU-Agency2,VU-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - VU-Agency2-MDF2
SB-Agency1-MDF1-R01,SB-Agency1,SB-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - SB-Agency1-MDF1
SB-Agency1-MDF1-R02,SB-Agency1,SB-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - SB-Agency1-MDF1
SB-Agency1-MDF2-R01,SB-Agency1,SB-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - SB-Agency1-MDF2
SB-Agency1-MDF2-R02,SB-Agency1,SB-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - SB-Agency1-MDF2
SB-Agency2-MDF1-R01,SB-Agency2,SB-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - SB-Agency2-MDF1
SB-Agency2-MDF1-R02,SB-Agency2,SB-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - SB-Agency2-MDF1
SB-Agency2-MDF2-R01,SB-Agency2,SB-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - SB-Agency2-MDF2
SB-Agency2-MDF2-R02,SB-Agency2,SB-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - SB-Agency2-MDF2
NC-Agency1-MDF1-R01,NC-Agency1,NC-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - NC-Agency1-MDF1
NC-Agency1-MDF1-R02,NC-Agency1,NC-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - NC-Agency1-MDF1
NC-Agency1-MDF2-R01,NC-Agency1,NC-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - NC-Agency1-MDF2
NC-Agency1-MDF2-R02,NC-Agency1,NC-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - NC-Agency1-MDF2
NC-Agency2-MDF1-R01,NC-Agency2,NC-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - NC-Agency2-MDF1
NC-Agency2-MDF1-R02,NC-Agency2,NC-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - NC-Agency2-MDF1
NC-Agency2-MDF2-R01,NC-Agency2,NC-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - NC-Agency2-MDF2
NC-Agency2-MDF2-R02,NC-Agency2,NC-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - NC-Agency2-MDF2
PF-Agency1-MDF1-R01,PF-Agency1,PF-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - PF-Agency1-MDF1
PF-Agency1-MDF1-R02,PF-Agency1,PF-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - PF-Agency1-MDF1
PF-Agency1-MDF2-R01,PF-Agency1,PF-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - PF-Agency1-MDF2
PF-Agency1-MDF2-R02,PF-Agency1,PF-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - PF-Agency1-MDF2
PF-Agency2-MDF1-R01,PF-Agency2,PF-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - PF-Agency2-MDF1
PF-Agency2-MDF1-R02,PF-Agency2,PF-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - PF-Agency2-MDF1
PF-Agency2-MDF2-R01,PF-Agency2,PF-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - PF-Agency2-MDF2
PF-Agency2-MDF2-R02,PF-Agency2,PF-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - PF-Agency2-MDF2
GU-Agency1-MDF1-R01,GU-Agency1,GU-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - GU-Agency1-MDF1
GU-Agency1-MDF1-R02,GU-Agency1,GU-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - GU-Agency1-MDF1
GU-Agency1-MDF2-R01,GU-Agency1,GU-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - GU-Agency1-MDF2
GU-Agency1-MDF2-R02,GU-Agency1,GU-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - GU-Agency1-MDF2
GU-Agency2-MDF1-R01,GU-Agency2,GU-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - GU-Agency2-MDF1
GU-Agency2-MDF1-R02,GU-Agency2,GU-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - GU-Agency2-MDF1
GU-Agency2-MDF2-R01,GU-Agency2,GU-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - GU-Agency2-MDF2
GU-Agency2-MDF2-R02,GU-Agency2,GU-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - GU-Agency2-MDF2
PW-Agency1-MDF1-R01,PW-Agency1,PW-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - PW-Agency1-MDF1
PW-Agency1-MDF1-R02,PW-Agency1,PW-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - PW-Agency1-MDF1
PW-Agency1-MDF2-R01,PW-Agency1,PW-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - PW-Agency1-MDF2
PW-Agency1-MDF2-R02,PW-Agency1,PW-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - PW-Agency1-MDF2
PW-Agency2-MDF1-R01,PW-Agency2,PW-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - PW-Agency2-MDF1
PW-Agency2-MDF1-R02,PW-Agency2,PW-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - PW-Agency2-MDF1
PW-Agency2-MDF2-R01,PW-Agency2,PW-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - PW-Agency2-MDF2
PW-Agency2-MDF2-R02,PW-Agency2,PW-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - PW-Agency2-MDF2
FM-Agency1-MDF1-R01,FM-Agency1,FM-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - FM-Agency1-MDF1
FM-Agency1-MDF1-R02,FM-Agency1,FM-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - FM-Agency1-MDF1
FM-Agency1-MDF2-R01,FM-Agency1,FM-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - FM-Agency1-MDF2
FM-Agency1-MDF2-R02,FM-Agency1,FM-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - FM-Agency1-MDF2
FM-Agency2-MDF1-R01,FM-Agency2,FM-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - FM-Agency2-MDF1
FM-Agency2-MDF1-R02,FM-Agency2,FM-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - FM-Agency2-MDF1
FM-Agency2-MDF2-R01,FM-Agency2,FM-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - FM-Agency2-MDF2
FM-Agency2-MDF2-R02,FM-Agency2,FM-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - FM-Agency2-MDF2
MH-Agency1-MDF1-R01,MH-Agency1,MH-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - MH-Agency1-MDF1
MH-Agency1-MDF1-R02,MH-Agency1,MH-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - MH-Agency1-MDF1
MH-Agency1-MDF2-R01,MH-Agency1,MH-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - MH-Agency1-MDF2
MH-Agency1-MDF2-R02,MH-Agency1,MH-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - MH-Agency1-MDF2
MH-Agency2-MDF1-R01,MH-Agency2,MH-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - MH-Agency2-MDF1
MH-Agency2-MDF1-R02,MH-Agency2,MH-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - MH-Agency2-MDF1
MH-Agency2-MDF2-R01,MH-Agency2,MH-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - MH-Agency2-MDF2
MH-Agency2-MDF2-R02,MH-Agency2,MH-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - MH-Agency2-MDF2
KI-Agency1-MDF1-R01,KI-Agency1,KI-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - KI-Agency1-MDF1
KI-Agency1-MDF1-R02,KI-Agency1,KI-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - KI-Agency1-MDF1
KI-Agency1-MDF2-R01,KI-Agency1,KI-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - KI-Agency1-MDF2
KI-Agency1-MDF2-R02,KI-Agency1,KI-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - KI-Agency1-MDF2
KI-Agency2-MDF1-R01,KI-Agency2,KI-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - KI-Agency2-MDF1
KI-Agency2-MDF1-R02,KI-Agency2,KI-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - KI-Agency2-MDF1
KI-Agency2-MDF2-R01,KI-Agency2,KI-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - KI-Agency2-MDF2
KI-Agency2-MDF2-R02,KI-Agency2,KI-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - KI-Agency2-MDF2
NR-Agency1-MDF1-R01,NR-Agency1,NR-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - NR-Agency1-MDF1
NR-Agency1-MDF1-R02,NR-Agency1,NR-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - NR-Agency1-MDF1
NR-Agency1-MDF2-R01,NR-Agency1,NR-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - NR-Agency1-MDF2
NR-Agency1-MDF2-R02,NR-Agency1,NR-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - NR-Agency1-MDF2
NR-Agency2-MDF1-R01,NR-Agency2,NR-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - NR-Agency2-MDF1
NR-Agency2-MDF1-R02,NR-Agency2,NR-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - NR-Agency2-MDF1
NR-Agency2-MDF2-R01,NR-Agency2,NR-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - NR-Agency2-MDF2
NR-Agency2-MDF2-R02,NR-Agency2,NR-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - NR-Agency2-MDF2
TV-Agency1-MDF1-R01,TV-Agency1,TV-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - TV-Agency1-MDF1
TV-Agency1-MDF1-R02,TV-Agency1,TV-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - TV-Agency1-MDF1
TV-Agency1-MDF2-R01,TV-Agency1,TV-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - TV-Agency1-MDF2
TV-Agency1-MDF2-R02,TV-Agency1,TV-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - TV-Agency1-MDF2
TV-Agency2-MDF1-R01,TV-Agency2,TV-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - TV-Agency2-MDF1
TV-Agency2-MDF1-R02,TV-Agency2,TV-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - TV-Agency2-MDF1
TV-Agency2-MDF2-R01,TV-Agency2,TV-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - TV-Agency2-MDF2
TV-Agency2-MDF2-R02,TV-Agency2,TV-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - TV-Agency2-MDF2
KZ-Agency1-MDF1-R01,KZ-Agency1,KZ-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - KZ-Agency1-MDF1
KZ-Agency1-MDF1-R02,KZ-Agency1,KZ-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - KZ-Agency1-MDF1
KZ-Agency1-MDF2-R01,KZ-Agency1,KZ-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - KZ-Agency1-MDF2
KZ-Agency1-MDF2-R02,KZ-Agency1,KZ-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - KZ-Agency1-MDF2
KZ-Agency2-MDF1-R01,KZ-Agency2,KZ-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - KZ-Agency2-MDF1
KZ-Agency2-MDF1-R02,KZ-Agency2,KZ-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - KZ-Agency2-MDF1
KZ-Agency2-MDF2-R01,KZ-Agency2,KZ-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - KZ-Agency2-MDF2
KZ-Agency2-MDF2-R02,KZ-Agency2,KZ-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - KZ-Agency2-MDF2
UZ-Agency1-MDF1-R01,UZ-Agency1,UZ-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - UZ-Agency1-MDF1
UZ-Agency1-MDF1-R02,UZ-Agency1,UZ-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - UZ-Agency1-MDF1
UZ-Agency1-MDF2-R01,UZ-Agency1,UZ-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - UZ-Agency1-MDF2
UZ-Agency1-MDF2-R02,UZ-Agency1,UZ-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - UZ-Agency1-MDF2
UZ-Agency2-MDF1-R01,UZ-Agency2,UZ-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - UZ-Agency2-MDF1
UZ-Agency2-MDF1-R02,UZ-Agency2,UZ-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - UZ-Agency2-MDF1
UZ-Agency2-MDF2-R01,UZ-Agency2,UZ-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - UZ-Agency2-MDF2
UZ-Agency2-MDF2-R02,UZ-Agency2,UZ-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - UZ-Agency2-MDF2
TM-Agency1-MDF1-R01,TM-Agency1,TM-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - TM-Agency1-MDF1
TM-Agency1-MDF1-R02,TM-Agency1,TM-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - TM-Agency1-MDF1
TM-Agency1-MDF2-R01,TM-Agency1,TM-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - TM-Agency1-MDF2
TM-Agency1-MDF2-R02,TM-Agency1,TM-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - TM-Agency1-MDF2
TM-Agency2-MDF1-R01,TM-Agency2,TM-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - TM-Agency2-MDF1
TM-Agency2-MDF1-R02,TM-Agency2,TM-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - TM-Agency2-MDF1
TM-Agency2-MDF2-R01,TM-Agency2,TM-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - TM-Agency2-MDF2
TM-Agency2-MDF2-R02,TM-Agency2,TM-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - TM-Agency2-MDF2
KG-Agency1-MDF1-R01,KG-Agency1,KG-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - KG-Agency1-MDF1
KG-Agency1-MDF1-R02,KG-Agency1,KG-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - KG-Agency1-MDF1
KG-Agency1-MDF2-R01,KG-Agency1,KG-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - KG-Agency1-MDF2
KG-Agency1-MDF2-R02,KG-Agency1,KG-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - KG-Agency1-MDF2
KG-Agency2-MDF1-R01,KG-Agency2,KG-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - KG-Agency2-MDF1
KG-Agency2-MDF1-R02,KG-Agency2,KG-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - KG-Agency2-MDF1
KG-Agency2-MDF2-R01,KG-Agency2,KG-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - KG-Agency2-MDF2
KG-Agency2-MDF2-R02,KG-Agency2,KG-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - KG-Agency2-MDF2
TJ-Agency1-MDF1-R01,TJ-Agency1,TJ-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - TJ-Agency1-MDF1
TJ-Agency1-MDF1-R02,TJ-Agency1,TJ-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - TJ-Agency1-MDF1
TJ-Agency1-MDF2-R01,TJ-Agency1,TJ-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - TJ-Agency1-MDF2
TJ-Agency1-MDF2-R02,TJ-Agency1,TJ-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - TJ-Agency1-MDF2
TJ-Agency2-MDF1-R01,TJ-Agency2,TJ-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - TJ-Agency2-MDF1
TJ-Agency2-MDF1-R02,TJ-Agency2,TJ-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - TJ-Agency2-MDF1
TJ-Agency2-MDF2-R01,TJ-Agency2,TJ-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - TJ-Agency2-MDF2
TJ-Agency2-MDF2-R02,TJ-Agency2,TJ-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - TJ-Agency2-MDF2
