name,site,location,status,rack_type,description
AW-Agency2-MDF1-R01,AW-Agency2,AW-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - AW-Agency2-MDF1
AW-Agency2-MDF1-R02,AW-Agency2,AW-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - AW-Agency2-MDF1
AW-Agency2-MDF2-R01,AW-Agency2,AW-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - AW-Agency2-MDF2
AW-Agency2-MDF2-R02,AW-Agency2,AW-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - AW-Agency2-MDF2
CW-Agency1-MDF1-R01,CW-Agency1,CW-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - CW-Agency1-MDF1
CW-Agency1-MDF1-R02,CW-Agency1,CW-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - CW-Agency1-MDF1
CW-Agency1-MDF2-R01,CW-Agency1,CW-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - CW-Agency1-MDF2
CW-Agency1-MDF2-R02,CW-Agency1,CW-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - CW-Agency1-MDF2
CW-Agency2-MDF1-R01,CW-Agency2,CW-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - CW-Agency2-MDF1
CW-Agency2-MDF1-R02,CW-Agency2,CW-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - CW-Agency2-MDF1
CW-Agency2-MDF2-R01,CW-Agency2,CW-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - CW-Agency2-MDF2
CW-Agency2-MDF2-R02,CW-Agency2,CW-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - CW-Agency2-MDF2
KY-Agency1-MDF1-R01,KY-Agency1,KY-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - KY-Agency1-MDF1
KY-Agency1-MDF1-R02,KY-Agency1,KY-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - KY-Agency1-MDF1
KY-Agency1-MDF2-R01,KY-Agency1,KY-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - KY-Agency1-MDF2
KY-Agency1-MDF2-R02,KY-Agency1,KY-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - KY-Agency1-MDF2
KY-Agency2-MDF1-R01,KY-Agency2,KY-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - KY-Agency2-MDF1
KY-Agency2-MDF1-R02,KY-Agency2,KY-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - KY-Agency2-MDF1
KY-Agency2-MDF2-R01,KY-Agency2,KY-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - KY-Agency2-MDF2
KY-Agency2-MDF2-R02,KY-Agency2,KY-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - KY-Agency2-MDF2
VG-Agency1-MDF1-R01,VG-Agency1,VG-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - VG-Agency1-MDF1
VG-Agency1-MDF1-R02,VG-Agency1,VG-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - VG-Agency1-MDF1
VG-Agency1-MDF2-R01,VG-Agency1,VG-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - VG-Agency1-MDF2
VG-Agency1-MDF2-R02,VG-Agency1,VG-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - VG-Agency1-MDF2
VG-Agency2-MDF1-R01,VG-Agency2,VG-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - VG-Agency2-MDF1
VG-Agency2-MDF1-R02,VG-Agency2,VG-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - VG-Agency2-MDF1
VG-Agency2-MDF2-R01,VG-Agency2,VG-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - VG-Agency2-MDF2
VG-Agency2-MDF2-R02,VG-Agency2,VG-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - VG-Agency2-MDF2
VI-Agency1-MDF1-R01,VI-Agency1,VI-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - VI-Agency1-MDF1
VI-Agency1-MDF1-R02,VI-Agency1,VI-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - VI-Agency1-MDF1
VI-Agency1-MDF2-R01,VI-Agency1,VI-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - VI-Agency1-MDF2
VI-Agency1-MDF2-R02,VI-Agency1,VI-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - VI-Agency1-MDF2
VI-Agency2-MDF1-R01,VI-Agency2,VI-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - VI-Agency2-MDF1
VI-Agency2-MDF1-R02,VI-Agency2,VI-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - VI-Agency2-MDF1
VI-Agency2-MDF2-R01,VI-Agency2,VI-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - VI-Agency2-MDF2
VI-Agency2-MDF2-R02,VI-Agency2,VI-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - VI-Agency2-MDF2
BR-Agency1-MDF1-R01,BR-Agency1,BR-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - BR-Agency1-MDF1
BR-Agency1-MDF1-R02,BR-Agency1,BR-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - BR-Agency1-MDF1
BR-Agency1-MDF2-R01,BR-Agency1,BR-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - BR-Agency1-MDF2
BR-Agency1-MDF2-R02,BR-Agency1,BR-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - BR-Agency1-MDF2
BR-Agency2-MDF1-R01,BR-Agency2,BR-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - BR-Agency2-MDF1
BR-Agency2-MDF1-R02,BR-Agency2,BR-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - BR-Agency2-MDF1
BR-Agency2-MDF2-R01,BR-Agency2,BR-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - BR-Agency2-MDF2
BR-Agency2-MDF2-R02,BR-Agency2,BR-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - BR-Agency2-MDF2
AR-Agency1-MDF1-R01,AR-Agency1,AR-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - AR-Agency1-MDF1
AR-Agency1-MDF1-R02,AR-Agency1,AR-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - AR-Agency1-MDF1
AR-Agency1-MDF2-R01,AR-Agency1,AR-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - AR-Agency1-MDF2
AR-Agency1-MDF2-R02,AR-Agency1,AR-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - AR-Agency1-MDF2
AR-Agency2-MDF1-R01,AR-Agency2,AR-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - AR-Agency2-MDF1
AR-Agency2-MDF1-R02,AR-Agency2,AR-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - AR-Agency2-MDF1
AR-Agency2-MDF2-R01,AR-Agency2,AR-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - AR-Agency2-MDF2
AR-Agency2-MDF2-R02,AR-Agency2,AR-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - AR-Agency2-MDF2
CO-Agency1-MDF1-R01,CO-Agency1,CO-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - CO-Agency1-MDF1
CO-Agency1-MDF1-R02,CO-Agency1,CO-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - CO-Agency1-MDF1
CO-Agency1-MDF2-R01,CO-Agency1,CO-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - CO-Agency1-MDF2
CO-Agency1-MDF2-R02,CO-Agency1,CO-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - CO-Agency1-MDF2
CO-Agency2-MDF1-R01,CO-Agency2,CO-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - CO-Agency2-MDF1
CO-Agency2-MDF1-R02,CO-Agency2,CO-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - CO-Agency2-MDF1
CO-Agency2-MDF2-R01,CO-Agency2,CO-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - CO-Agency2-MDF2
CO-Agency2-MDF2-R02,CO-Agency2,CO-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - CO-Agency2-MDF2
PE-Agency1-MDF1-R01,PE-Agency1,PE-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - PE-Agency1-MDF1
PE-Agency1-MDF1-R02,PE-Agency1,PE-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - PE-Agency1-MDF1
PE-Agency1-MDF2-R01,PE-Agency1,PE-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - PE-Agency1-MDF2
PE-Agency1-MDF2-R02,PE-Agency1,PE-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - PE-Agency1-MDF2
PE-Agency2-MDF1-R01,PE-Agency2,PE-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - PE-Agency2-MDF1
PE-Agency2-MDF1-R02,PE-Agency2,PE-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - PE-Agency2-MDF1
PE-Agency2-MDF2-R01,PE-Agency2,PE-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - PE-Agency2-MDF2
PE-Agency2-MDF2-R02,PE-Agency2,PE-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - PE-Agency2-MDF2
VE-Agency1-MDF1-R01,VE-Agency1,VE-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - VE-Agency1-MDF1
VE-Agency1-MDF1-R02,VE-Agency1,VE-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - VE-Agency1-MDF1
VE-Agency1-MDF2-R01,VE-Agency1,VE-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - VE-Agency1-MDF2
VE-Agency1-MDF2-R02,VE-Agency1,VE-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - VE-Agency1-MDF2
VE-Agency2-MDF1-R01,VE-Agency2,VE-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - VE-Agency2-MDF1
VE-Agency2-MDF1-R02,VE-Agency2,VE-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - VE-Agency2-MDF1
VE-Agency2-MDF2-R01,VE-Agency2,VE-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - VE-Agency2-MDF2
VE-Agency2-MDF2-R02,VE-Agency2,VE-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - VE-Agency2-MDF2
CL-Agency1-MDF1-R01,CL-Agency1,CL-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - CL-Agency1-MDF1
CL-Agency1-MDF1-R02,CL-Agency1,CL-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - CL-Agency1-MDF1
CL-Agency1-MDF2-R01,CL-Agency1,CL-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - CL-Agency1-MDF2
CL-Agency1-MDF2-R02,CL-Agency1,CL-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - CL-Agency1-MDF2
CL-Agency2-MDF1-R01,CL-Agency2,CL-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - CL-Agency2-MDF1
CL-Agency2-MDF1-R02,CL-Agency2,CL-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - CL-Agency2-MDF1
CL-Agency2-MDF2-R01,CL-Agency2,CL-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - CL-Agency2-MDF2
CL-Agency2-MDF2-R02,CL-Agency2,CL-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - CL-Agency2-MDF2
EC-Agency1-MDF1-R01,EC-Agency1,EC-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - EC-Agency1-MDF1
EC-Agency1-MDF1-R02,EC-Agency1,EC-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - EC-Agency1-MDF1
EC-Agency1-MDF2-R01,EC-Agency1,EC-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - EC-Agency1-MDF2
EC-Agency1-MDF2-R02,EC-Agency1,EC-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - EC-Agency1-MDF2
EC-Agency2-MDF1-R01,EC-Agency2,EC-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - EC-Agency2-MDF1
EC-Agency2-MDF1-R02,EC-Agency2,EC-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - EC-Agency2-MDF1
EC-Agency2-MDF2-R01,EC-Agency2,EC-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - EC-Agency2-MDF2
EC-Agency2-MDF2-R02,EC-Agency2,EC-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - EC-Agency2-MDF2
BO-Agency1-MDF1-R01,BO-Agency1,BO-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - BO-Agency1-MDF1
BO-Agency1-MDF1-R02,BO-Agency1,BO-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - BO-Agency1-MDF1
BO-Agency1-MDF2-R01,BO-Agency1,BO-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - BO-Agency1-MDF2
BO-Agency1-MDF2-R02,BO-Agency1,BO-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - BO-Agency1-MDF2
BO-Agency2-MDF1-R01,BO-Agency2,BO-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - BO-Agency2-MDF1
BO-Agency2-MDF1-R02,BO-Agency2,BO-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - BO-Agency2-MDF1
BO-Agency2-MDF2-R01,BO-Agency2,BO-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - BO-Agency2-MDF2
BO-Agency2-MDF2-R02,BO-Agency2,BO-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - BO-Agency2-MDF2
PY-Agency1-MDF1-R01,PY-Agency1,PY-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - PY-Agency1-MDF1
PY-Agency1-MDF1-R02,PY-Agency1,PY-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - PY-Agency1-MDF1
PY-Agency1-MDF2-R01,PY-Agency1,PY-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - PY-Agency1-MDF2
PY-Agency1-MDF2-R02,PY-Agency1,PY-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - PY-Agency1-MDF2
PY-Agency2-MDF1-R01,PY-Agency2,PY-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - PY-Agency2-MDF1
PY-Agency2-MDF1-R02,PY-Agency2,PY-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - PY-Agency2-MDF1
PY-Agency2-MDF2-R01,PY-Agency2,PY-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - PY-Agency2-MDF2
PY-Agency2-MDF2-R02,PY-Agency2,PY-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - PY-Agency2-MDF2
UY-Agency1-MDF1-R01,UY-Agency1,UY-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - UY-Agency1-MDF1
UY-Agency1-MDF1-R02,UY-Agency1,UY-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - UY-Agency1-MDF1
UY-Agency1-MDF2-R01,UY-Agency1,UY-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - UY-Agency1-MDF2
UY-Agency1-MDF2-R02,UY-Agency1,UY-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - UY-Agency1-MDF2
UY-Agency2-MDF1-R01,UY-Agency2,UY-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - UY-Agency2-MDF1
UY-Agency2-MDF1-R02,UY-Agency2,UY-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - UY-Agency2-MDF1
UY-Agency2-MDF2-R01,UY-Agency2,UY-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - UY-Agency2-MDF2
UY-Agency2-MDF2-R02,UY-Agency2,UY-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - UY-Agency2-MDF2
GY-Agency1-MDF1-R01,GY-Agency1,GY-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - GY-Agency1-MDF1
GY-Agency1-MDF1-R02,GY-Agency1,GY-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - GY-Agency1-MDF1
GY-Agency1-MDF2-R01,GY-Agency1,GY-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - GY-Agency1-MDF2
GY-Agency1-MDF2-R02,GY-Agency1,GY-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - GY-Agency1-MDF2
GY-Agency2-MDF1-R01,GY-Agency2,GY-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - GY-Agency2-MDF1
GY-Agency2-MDF1-R02,GY-Agency2,GY-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - GY-Agency2-MDF1
GY-Agency2-MDF2-R01,GY-Agency2,GY-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - GY-Agency2-MDF2
GY-Agency2-MDF2-R02,GY-Agency2,GY-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - GY-Agency2-MDF2
SR-Agency1-MDF1-R01,SR-Agency1,SR-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - SR-Agency1-MDF1
SR-Agency1-MDF1-R02,SR-Agency1,SR-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - SR-Agency1-MDF1
SR-Agency1-MDF2-R01,SR-Agency1,SR-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - SR-Agency1-MDF2
SR-Agency1-MDF2-R02,SR-Agency1,SR-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - SR-Agency1-MDF2
SR-Agency2-MDF1-R01,SR-Agency2,SR-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - SR-Agency2-MDF1
SR-Agency2-MDF1-R02,SR-Agency2,SR-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - SR-Agency2-MDF1
SR-Agency2-MDF2-R01,SR-Agency2,SR-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - SR-Agency2-MDF2
SR-Agency2-MDF2-R02,SR-Agency2,SR-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - SR-Agency2-MDF2
GF-Agency1-MDF1-R01,GF-Agency1,GF-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - GF-Agency1-MDF1
GF-Agency1-MDF1-R02,GF-Agency1,GF-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - GF-Agency1-MDF1
GF-Agency1-MDF2-R01,GF-Agency1,GF-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - GF-Agency1-MDF2
GF-Agency1-MDF2-R02,GF-Agency1,GF-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - GF-Agency1-MDF2
GF-Agency2-MDF1-R01,GF-Agency2,GF-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - GF-Agency2-MDF1
GF-Agency2-MDF1-R02,GF-Agency2,GF-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - GF-Agency2-MDF1
GF-Agency2-MDF2-R01,GF-Agency2,GF-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - GF-Agency2-MDF2
GF-Agency2-MDF2-R02,GF-Agency2,GF-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - GF-Agency2-MDF2
