name,manufacturer,device_type,role,site,location,rack,position,face,status,description
APAC-DC-ONPREM-STG-R01-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Storage Room,APAC-DC-ONPREM-STG-R01,41,front,active,Fiber patch panel for storage connections
APAC-DC-ONPREM-STG-R02-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Storage Room,APAC-DC-ONPREM-STG-R02,41,front,active,Fiber patch panel for storage connections
APAC-DC-ONPREM-STG-R03-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Storage Room,APAC-DC-ONPREM-STG-R03,41,front,active,Fiber patch panel for storage connections
APAC-DC-ONPREM-MMR-R01-CPP01,Generic,Copper Patch Panel 48-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Meet-Me Room,APAC-DC-ONPREM-MMR-R01,40,front,active,Copper patch panel for management
AMER-DC-CLOUD-NET-R01-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Network Core,AMER-DC-CLOUD-NET-R01,13,front,active,Fiber patch panel for network interconnects
AMER-DC-CLOUD-NET-R02-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Network Core,AMER-DC-CLOUD-NET-R02,13,front,active,Fiber patch panel for network interconnects
AMER-DC-CLOUD-NET-R03-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Network Core,AMER-DC-CLOUD-NET-R03,13,front,active,Fiber patch panel for network interconnects
AMER-DC-CLOUD-NET-R04-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Network Core,AMER-DC-CLOUD-NET-R04,13,front,active,Fiber patch panel for network interconnects
AMER-DC-CLOUD-SRV-A-R01-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall A,AMER-DC-CLOUD-SRV-A-R01,41,front,active,Fiber patch panel for spine switch
AMER-DC-CLOUD-SRV-A-R02-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall A,AMER-DC-CLOUD-SRV-A-R02,41,front,active,Fiber patch panel for spine switch
AMER-DC-CLOUD-SRV-A-R03-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall A,AMER-DC-CLOUD-SRV-A-R03,41,front,active,Fiber patch panel for leaf switch
AMER-DC-CLOUD-SRV-A-R04-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall A,AMER-DC-CLOUD-SRV-A-R04,41,front,active,Fiber patch panel for leaf switch
AMER-DC-CLOUD-SRV-A-R01-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall A,AMER-DC-CLOUD-SRV-A-R01,25,front,active,Fiber patch panel for server connections
AMER-DC-CLOUD-SRV-A-R02-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall A,AMER-DC-CLOUD-SRV-A-R02,25,front,active,Fiber patch panel for server connections
AMER-DC-CLOUD-SRV-A-R03-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall A,AMER-DC-CLOUD-SRV-A-R03,25,front,active,Fiber patch panel for server connections
AMER-DC-CLOUD-SRV-A-R04-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall A,AMER-DC-CLOUD-SRV-A-R04,25,front,active,Fiber patch panel for server connections
AMER-DC-CLOUD-SRV-A-R05-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall A,AMER-DC-CLOUD-SRV-A-R05,40,front,active,Fiber patch panel for server connections
AMER-DC-CLOUD-SRV-A-R06-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall A,AMER-DC-CLOUD-SRV-A-R06,40,front,active,Fiber patch panel for server connections
AMER-DC-CLOUD-SRV-B-R01-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall B,AMER-DC-CLOUD-SRV-B-R01,41,front,active,Fiber patch panel for spine switch
AMER-DC-CLOUD-SRV-B-R02-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall B,AMER-DC-CLOUD-SRV-B-R02,41,front,active,Fiber patch panel for spine switch
AMER-DC-CLOUD-SRV-B-R03-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall B,AMER-DC-CLOUD-SRV-B-R03,41,front,active,Fiber patch panel for leaf switch
AMER-DC-CLOUD-SRV-B-R04-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall B,AMER-DC-CLOUD-SRV-B-R04,41,front,active,Fiber patch panel for leaf switch
AMER-DC-CLOUD-SRV-B-R01-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall B,AMER-DC-CLOUD-SRV-B-R01,25,front,active,Fiber patch panel for server connections
AMER-DC-CLOUD-SRV-B-R02-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall B,AMER-DC-CLOUD-SRV-B-R02,25,front,active,Fiber patch panel for server connections
AMER-DC-CLOUD-SRV-B-R03-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall B,AMER-DC-CLOUD-SRV-B-R03,25,front,active,Fiber patch panel for server connections
AMER-DC-CLOUD-SRV-B-R04-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall B,AMER-DC-CLOUD-SRV-B-R04,25,front,active,Fiber patch panel for server connections
AMER-DC-CLOUD-SRV-B-R05-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall B,AMER-DC-CLOUD-SRV-B-R05,40,front,active,Fiber patch panel for server connections
AMER-DC-CLOUD-SRV-B-R06-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall B,AMER-DC-CLOUD-SRV-B-R06,40,front,active,Fiber patch panel for server connections
AMER-DC-CLOUD-STG-R01-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Storage Room,AMER-DC-CLOUD-STG-R01,41,front,active,Fiber patch panel for storage connections
AMER-DC-CLOUD-STG-R02-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Storage Room,AMER-DC-CLOUD-STG-R02,41,front,active,Fiber patch panel for storage connections
AMER-DC-CLOUD-STG-R03-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Storage Room,AMER-DC-CLOUD-STG-R03,41,front,active,Fiber patch panel for storage connections
AMER-DC-CLOUD-MMR-R01-CPP01,Generic,Copper Patch Panel 48-Port,Patch Panel,AMER-DC-CLOUD,AMER-DC-CLOUD-Meet-Me Room,AMER-DC-CLOUD-MMR-R01,40,front,active,Copper patch panel for management
AMER-DC-ONPREM-NET-R01-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Network Core,AMER-DC-ONPREM-NET-R01,13,front,active,Fiber patch panel for network interconnects
AMER-DC-ONPREM-NET-R02-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Network Core,AMER-DC-ONPREM-NET-R02,13,front,active,Fiber patch panel for network interconnects
AMER-DC-ONPREM-NET-R03-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Network Core,AMER-DC-ONPREM-NET-R03,13,front,active,Fiber patch panel for network interconnects
AMER-DC-ONPREM-NET-R04-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Network Core,AMER-DC-ONPREM-NET-R04,13,front,active,Fiber patch panel for network interconnects
AMER-DC-ONPREM-SRV-A-R01-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,AMER-DC-ONPREM-SRV-A-R01,41,front,active,Fiber patch panel for spine switch
AMER-DC-ONPREM-SRV-A-R02-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,AMER-DC-ONPREM-SRV-A-R02,41,front,active,Fiber patch panel for spine switch
AMER-DC-ONPREM-SRV-A-R03-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,AMER-DC-ONPREM-SRV-A-R03,41,front,active,Fiber patch panel for leaf switch
AMER-DC-ONPREM-SRV-A-R04-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,AMER-DC-ONPREM-SRV-A-R04,41,front,active,Fiber patch panel for leaf switch
AMER-DC-ONPREM-SRV-A-R01-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,AMER-DC-ONPREM-SRV-A-R01,25,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-A-R02-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,AMER-DC-ONPREM-SRV-A-R02,25,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-A-R03-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,AMER-DC-ONPREM-SRV-A-R03,25,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-A-R04-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,AMER-DC-ONPREM-SRV-A-R04,25,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-A-R05-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,AMER-DC-ONPREM-SRV-A-R05,40,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-A-R06-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,AMER-DC-ONPREM-SRV-A-R06,40,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-B-R01-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,AMER-DC-ONPREM-SRV-B-R01,41,front,active,Fiber patch panel for spine switch
AMER-DC-ONPREM-SRV-B-R02-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,AMER-DC-ONPREM-SRV-B-R02,41,front,active,Fiber patch panel for spine switch
AMER-DC-ONPREM-SRV-B-R03-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,AMER-DC-ONPREM-SRV-B-R03,41,front,active,Fiber patch panel for leaf switch
AMER-DC-ONPREM-SRV-B-R04-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,AMER-DC-ONPREM-SRV-B-R04,41,front,active,Fiber patch panel for leaf switch
AMER-DC-ONPREM-SRV-B-R01-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,AMER-DC-ONPREM-SRV-B-R01,25,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-B-R02-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,AMER-DC-ONPREM-SRV-B-R02,25,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-B-R03-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,AMER-DC-ONPREM-SRV-B-R03,25,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-B-R04-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,AMER-DC-ONPREM-SRV-B-R04,25,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-B-R05-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,AMER-DC-ONPREM-SRV-B-R05,40,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-B-R06-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,AMER-DC-ONPREM-SRV-B-R06,40,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-STG-R01-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Storage Room,AMER-DC-ONPREM-STG-R01,41,front,active,Fiber patch panel for storage connections
AMER-DC-ONPREM-STG-R02-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Storage Room,AMER-DC-ONPREM-STG-R02,41,front,active,Fiber patch panel for storage connections
AMER-DC-ONPREM-STG-R03-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Storage Room,AMER-DC-ONPREM-STG-R03,41,front,active,Fiber patch panel for storage connections
AMER-DC-ONPREM-MMR-R01-CPP01,Generic,Copper Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Meet-Me Room,AMER-DC-ONPREM-MMR-R01,40,front,active,Copper patch panel for management
