label,type,status,a_termination_type,a_termination,b_termination_type,b_termination,length,length_unit,description
EMEA-DC-CLOUD-EC-00429,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B01:Ethernet30,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-30,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B01 to patch panel
EMEA-DC-CLOUD-EC-00430,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B01:Ethernet31,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-31,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B01 to patch panel
EMEA-DC-CLOUD-EC-00431,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B01:Ethernet32,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-32,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B01 to patch panel
EMEA-DC-CLOUD-EC-00432,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B01:Ethernet33,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-33,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B01 to patch panel
EMEA-DC-CLOUD-EC-00433,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B01:Ethernet34,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-34,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B01 to patch panel
EMEA-DC-CLOUD-EC-00434,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B01:Ethernet35,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-35,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B01 to patch panel
EMEA-DC-CLOUD-EC-00435,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B01:Ethernet36,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-36,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B01 to patch panel
EMEA-DC-CLOUD-EC-00436,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B01:Ethernet37,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-37,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B01 to patch panel
EMEA-DC-CLOUD-EC-00437,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B01:Ethernet38,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-38,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B01 to patch panel
EMEA-DC-CLOUD-EC-00438,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B01:Ethernet39,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-39,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B01 to patch panel
EMEA-DC-CLOUD-EC-00439,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B01:Ethernet40,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-40,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B01 to patch panel
EMEA-DC-CLOUD-EC-00440,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B01:Ethernet41,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-41,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B01 to patch panel
EMEA-DC-CLOUD-EC-00441,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B01:Ethernet42,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-42,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B01 to patch panel
EMEA-DC-CLOUD-EC-00442,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B01:Ethernet43,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-43,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B01 to patch panel
EMEA-DC-CLOUD-EC-00443,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B01:Ethernet44,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-44,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B01 to patch panel
EMEA-DC-CLOUD-EC-00444,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B01:Ethernet45,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-45,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B01 to patch panel
EMEA-DC-CLOUD-EC-00445,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B01:Ethernet46,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-46,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B01 to patch panel
EMEA-DC-CLOUD-EC-00446,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B01:Ethernet47,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-47,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B01 to patch panel
EMEA-DC-CLOUD-EC-00447,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B01:Ethernet48,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-48,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B01 to patch panel
EMEA-DC-CLOUD-EC-00448,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet1,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-1,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00449,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet2,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-2,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00450,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet3,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-3,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00451,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet4,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-4,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00452,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet5,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-5,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00453,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet6,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-6,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00454,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet7,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-7,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00455,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet8,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-8,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00456,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet9,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-9,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00457,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet10,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-10,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00458,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet11,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-11,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00459,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet12,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-12,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00460,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet13,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-13,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00461,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet14,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-14,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00462,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet15,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-15,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00463,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet16,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-16,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00464,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet17,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-17,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00465,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet18,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-18,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00466,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet19,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-19,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00467,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet20,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-20,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00468,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet21,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-21,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00469,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet22,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-22,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00470,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet23,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-23,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00471,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet24,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-24,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00472,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet25,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-25,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00473,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet26,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-26,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00474,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet27,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-27,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00475,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet28,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-28,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00476,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet29,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-29,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00477,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet30,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-30,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00478,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet31,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-31,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00479,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet32,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-32,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00480,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet33,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-33,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00481,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet34,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-34,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00482,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet35,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-35,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00483,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet36,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-36,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00484,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet37,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-37,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00485,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet38,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-38,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00486,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet39,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-39,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00487,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet40,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-40,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00488,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet41,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-41,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00489,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet42,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-42,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00490,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet43,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-43,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00491,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet44,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-44,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00492,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet45,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-45,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00493,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet46,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-46,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00494,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet47,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-47,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00495,smf,connected,dcim.interface,EMEA-DC-CLOUD-SPINE-B02:Ethernet48,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-48,,,Equipment cable: EMEA-DC-CLOUD-SPINE-B02 to patch panel
EMEA-DC-CLOUD-EC-00496,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B01:Ethernet49,dcim.interface,EMEA-DC-CLOUD-SRV-B-R03-FPP01:Port-1,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B01 uplink to patch panel
EMEA-DC-CLOUD-EC-00497,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B01:Ethernet50,dcim.interface,EMEA-DC-CLOUD-SRV-B-R03-FPP01:Port-2,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B01 uplink to patch panel
EMEA-DC-CLOUD-EC-00498,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B01:Ethernet51,dcim.interface,EMEA-DC-CLOUD-SRV-B-R03-FPP01:Port-3,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B01 uplink to patch panel
EMEA-DC-CLOUD-EC-00499,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B01:Ethernet52,dcim.interface,EMEA-DC-CLOUD-SRV-B-R03-FPP01:Port-4,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B01 uplink to patch panel
EMEA-DC-CLOUD-EC-00500,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B01:Ethernet53,dcim.interface,EMEA-DC-CLOUD-SRV-B-R03-FPP01:Port-5,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B01 uplink to patch panel
EMEA-DC-CLOUD-EC-00501,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B01:Ethernet54,dcim.interface,EMEA-DC-CLOUD-SRV-B-R03-FPP01:Port-6,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B01 uplink to patch panel
EMEA-DC-CLOUD-EC-00502,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B01:Ethernet55,dcim.interface,EMEA-DC-CLOUD-SRV-B-R03-FPP01:Port-7,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B01 uplink to patch panel
EMEA-DC-CLOUD-EC-00503,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B01:Ethernet56,dcim.interface,EMEA-DC-CLOUD-SRV-B-R03-FPP01:Port-8,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B01 uplink to patch panel
EMEA-DC-CLOUD-EC-00504,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B01:Ethernet57,dcim.interface,EMEA-DC-CLOUD-SRV-B-R03-FPP01:Port-9,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B01 uplink to patch panel
EMEA-DC-CLOUD-EC-00505,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B01:Ethernet58,dcim.interface,EMEA-DC-CLOUD-SRV-B-R03-FPP01:Port-10,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B01 uplink to patch panel
EMEA-DC-CLOUD-EC-00506,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B01:Ethernet59,dcim.interface,EMEA-DC-CLOUD-SRV-B-R03-FPP01:Port-11,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B01 uplink to patch panel
EMEA-DC-CLOUD-EC-00507,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B01:Ethernet60,dcim.interface,EMEA-DC-CLOUD-SRV-B-R03-FPP01:Port-12,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B01 uplink to patch panel
EMEA-DC-CLOUD-EC-00508,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B02:Ethernet49,dcim.interface,EMEA-DC-CLOUD-SRV-B-R04-FPP01:Port-1,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B02 uplink to patch panel
EMEA-DC-CLOUD-EC-00509,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B02:Ethernet50,dcim.interface,EMEA-DC-CLOUD-SRV-B-R04-FPP01:Port-2,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B02 uplink to patch panel
EMEA-DC-CLOUD-EC-00510,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B02:Ethernet51,dcim.interface,EMEA-DC-CLOUD-SRV-B-R04-FPP01:Port-3,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B02 uplink to patch panel
EMEA-DC-CLOUD-EC-00511,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B02:Ethernet52,dcim.interface,EMEA-DC-CLOUD-SRV-B-R04-FPP01:Port-4,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B02 uplink to patch panel
EMEA-DC-CLOUD-EC-00512,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B02:Ethernet53,dcim.interface,EMEA-DC-CLOUD-SRV-B-R04-FPP01:Port-5,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B02 uplink to patch panel
EMEA-DC-CLOUD-EC-00513,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B02:Ethernet54,dcim.interface,EMEA-DC-CLOUD-SRV-B-R04-FPP01:Port-6,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B02 uplink to patch panel
EMEA-DC-CLOUD-EC-00514,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B02:Ethernet55,dcim.interface,EMEA-DC-CLOUD-SRV-B-R04-FPP01:Port-7,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B02 uplink to patch panel
EMEA-DC-CLOUD-EC-00515,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B02:Ethernet56,dcim.interface,EMEA-DC-CLOUD-SRV-B-R04-FPP01:Port-8,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B02 uplink to patch panel
EMEA-DC-CLOUD-EC-00516,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B02:Ethernet57,dcim.interface,EMEA-DC-CLOUD-SRV-B-R04-FPP01:Port-9,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B02 uplink to patch panel
EMEA-DC-CLOUD-EC-00517,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B02:Ethernet58,dcim.interface,EMEA-DC-CLOUD-SRV-B-R04-FPP01:Port-10,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B02 uplink to patch panel
EMEA-DC-CLOUD-EC-00518,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B02:Ethernet59,dcim.interface,EMEA-DC-CLOUD-SRV-B-R04-FPP01:Port-11,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B02 uplink to patch panel
EMEA-DC-CLOUD-EC-00519,smf,connected,dcim.interface,EMEA-DC-CLOUD-LEAF-B02:Ethernet60,dcim.interface,EMEA-DC-CLOUD-SRV-B-R04-FPP01:Port-12,,,Equipment cable: EMEA-DC-CLOUD-LEAF-B02 uplink to patch panel
EMEA-DC-CLOUD-HC-00520,dac-active,connected,dcim.interface,EMEA-DC-CLOUD-SRV-B-R03-FPP01:Port-1,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-1,,,Horizontal cable: Leaf01 to Spine01 link 1
EMEA-DC-CLOUD-HC-00521,dac-active,connected,dcim.interface,EMEA-DC-CLOUD-SRV-B-R03-FPP01:Port-2,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-2,,,Horizontal cable: Leaf01 to Spine01 link 2
EMEA-DC-CLOUD-HC-00522,dac-active,connected,dcim.interface,EMEA-DC-CLOUD-SRV-B-R03-FPP01:Port-3,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-3,,,Horizontal cable: Leaf01 to Spine01 link 3
EMEA-DC-CLOUD-HC-00523,dac-active,connected,dcim.interface,EMEA-DC-CLOUD-SRV-B-R03-FPP01:Port-4,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-4,,,Horizontal cable: Leaf01 to Spine01 link 4
EMEA-DC-CLOUD-HC-00524,dac-active,connected,dcim.interface,EMEA-DC-CLOUD-SRV-B-R03-FPP01:Port-5,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-1,,,Horizontal cable: Leaf01 to Spine02 link 1
EMEA-DC-CLOUD-HC-00525,dac-active,connected,dcim.interface,EMEA-DC-CLOUD-SRV-B-R03-FPP01:Port-6,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-2,,,Horizontal cable: Leaf01 to Spine02 link 2
EMEA-DC-CLOUD-HC-00526,dac-active,connected,dcim.interface,EMEA-DC-CLOUD-SRV-B-R03-FPP01:Port-7,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-3,,,Horizontal cable: Leaf01 to Spine02 link 3
EMEA-DC-CLOUD-HC-00527,dac-active,connected,dcim.interface,EMEA-DC-CLOUD-SRV-B-R03-FPP01:Port-8,dcim.interface,EMEA-DC-CLOUD-SRV-B-R02-FPP01:Port-4,,,Horizontal cable: Leaf01 to Spine02 link 4
EMEA-DC-CLOUD-HC-00528,dac-active,connected,dcim.interface,EMEA-DC-CLOUD-SRV-B-R04-FPP01:Port-1,dcim.interface,EMEA-DC-CLOUD-SRV-B-R01-FPP01:Port-5,,,Horizontal cable: Leaf02 to Spine01 link 1
