label,type,status,side_a_device,side_a_type,side_a_name,side_b_device,side_b_type,side_b_name,length,length_unit,description
EMEA-DC-ONPREM-STG-R01-PF-0076,power,connected,EMEA-DC-ONPREM-Storage-PANEL-B,dcim.poweroutlet,Circuit-01,EMEA-DC-ONPREM-STG-R01-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Storage-PANEL-B to EMEA-DC-ONPREM-STG-R01-PDU-B
EMEA-DC-ONPREM-STG-R02-PF-0077,power,connected,EMEA-DC-ONPREM-Storage-PANEL-A,dcim.poweroutlet,Circuit-02,EMEA-DC-ONPREM-STG-R02-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Storage-PANEL-A to EMEA-DC-ONPREM-STG-R02-PDU-A
EMEA-DC-ONPREM-STG-R02-PF-0078,power,connected,EMEA-DC-ONPREM-Storage-PANEL-B,dcim.poweroutlet,Circuit-02,EMEA-DC-ONPREM-STG-R02-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Storage-PANEL-B to EMEA-DC-ONPREM-STG-R02-PDU-B
EMEA-DC-ONPREM-STG-R03-PF-0079,power,connected,EMEA-DC-ONPREM-Storage-PANEL-A,dcim.poweroutlet,Circuit-03,EMEA-DC-ONPREM-STG-R03-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Storage-PANEL-A to EMEA-DC-ONPREM-STG-R03-PDU-A
EMEA-DC-ONPREM-STG-R03-PF-0080,power,connected,EMEA-DC-ONPREM-Storage-PANEL-B,dcim.poweroutlet,Circuit-03,EMEA-DC-ONPREM-STG-R03-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Storage-PANEL-B to EMEA-DC-ONPREM-STG-R03-PDU-B
EMEA-DC-ONPREM-MMR-R01-PF-0081,power,connected,EMEA-DC-ONPREM-MMR-PANEL-A,dcim.poweroutlet,Circuit-01,EMEA-DC-ONPREM-MMR-R01-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-MMR-PANEL-A to EMEA-DC-ONPREM-MMR-R01-PDU-A
EMEA-DC-ONPREM-MMR-R01-PF-0082,power,connected,EMEA-DC-ONPREM-MMR-PANEL-B,dcim.poweroutlet,Circuit-01,EMEA-DC-ONPREM-MMR-R01-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-MMR-PANEL-B to EMEA-DC-ONPREM-MMR-R01-PDU-B
EMEA-DC-ONPREM-MMR-R02-PF-0083,power,connected,EMEA-DC-ONPREM-MMR-PANEL-A,dcim.poweroutlet,Circuit-02,EMEA-DC-ONPREM-MMR-R02-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-MMR-PANEL-A to EMEA-DC-ONPREM-MMR-R02-PDU-A
EMEA-DC-ONPREM-MMR-R02-PF-0084,power,connected,EMEA-DC-ONPREM-MMR-PANEL-B,dcim.poweroutlet,Circuit-02,EMEA-DC-ONPREM-MMR-R02-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-MMR-PANEL-B to EMEA-DC-ONPREM-MMR-R02-PDU-B
APAC-DC-CLOUD-NET-R01-PF-0085,power,connected,APAC-DC-CLOUD-Network-Core-PANEL-A,dcim.poweroutlet,Circuit-01,APAC-DC-CLOUD-NET-R01-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Network-Core-PANEL-A to APAC-DC-CLOUD-NET-R01-PDU-A
APAC-DC-CLOUD-NET-R01-PF-0086,power,connected,APAC-DC-CLOUD-Network-Core-PANEL-B,dcim.poweroutlet,Circuit-01,APAC-DC-CLOUD-NET-R01-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Network-Core-PANEL-B to APAC-DC-CLOUD-NET-R01-PDU-B
APAC-DC-CLOUD-NET-R02-PF-0087,power,connected,APAC-DC-CLOUD-Network-Core-PANEL-A,dcim.poweroutlet,Circuit-02,APAC-DC-CLOUD-NET-R02-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Network-Core-PANEL-A to APAC-DC-CLOUD-NET-R02-PDU-A
APAC-DC-CLOUD-NET-R02-PF-0088,power,connected,APAC-DC-CLOUD-Network-Core-PANEL-B,dcim.poweroutlet,Circuit-02,APAC-DC-CLOUD-NET-R02-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Network-Core-PANEL-B to APAC-DC-CLOUD-NET-R02-PDU-B
APAC-DC-CLOUD-NET-R03-PF-0089,power,connected,APAC-DC-CLOUD-Network-Core-PANEL-A,dcim.poweroutlet,Circuit-03,APAC-DC-CLOUD-NET-R03-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Network-Core-PANEL-A to APAC-DC-CLOUD-NET-R03-PDU-A
APAC-DC-CLOUD-NET-R03-PF-0090,power,connected,APAC-DC-CLOUD-Network-Core-PANEL-B,dcim.poweroutlet,Circuit-03,APAC-DC-CLOUD-NET-R03-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Network-Core-PANEL-B to APAC-DC-CLOUD-NET-R03-PDU-B
APAC-DC-CLOUD-NET-R04-PF-0091,power,connected,APAC-DC-CLOUD-Network-Core-PANEL-A,dcim.poweroutlet,Circuit-04,APAC-DC-CLOUD-NET-R04-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Network-Core-PANEL-A to APAC-DC-CLOUD-NET-R04-PDU-A
APAC-DC-CLOUD-NET-R04-PF-0092,power,connected,APAC-DC-CLOUD-Network-Core-PANEL-B,dcim.poweroutlet,Circuit-04,APAC-DC-CLOUD-NET-R04-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Network-Core-PANEL-B to APAC-DC-CLOUD-NET-R04-PDU-B
APAC-DC-CLOUD-SRV-A-R01-PF-0093,power,connected,APAC-DC-CLOUD-Server-Hall-A-PANEL-A,dcim.poweroutlet,Circuit-01,APAC-DC-CLOUD-SRV-A-R01-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-A-PANEL-A to APAC-DC-CLOUD-SRV-A-R01-PDU-A
APAC-DC-CLOUD-SRV-A-R01-PF-0094,power,connected,APAC-DC-CLOUD-Server-Hall-A-PANEL-B,dcim.poweroutlet,Circuit-01,APAC-DC-CLOUD-SRV-A-R01-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-A-PANEL-B to APAC-DC-CLOUD-SRV-A-R01-PDU-B
APAC-DC-CLOUD-SRV-A-R02-PF-0095,power,connected,APAC-DC-CLOUD-Server-Hall-A-PANEL-A,dcim.poweroutlet,Circuit-02,APAC-DC-CLOUD-SRV-A-R02-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-A-PANEL-A to APAC-DC-CLOUD-SRV-A-R02-PDU-A
APAC-DC-CLOUD-SRV-A-R02-PF-0096,power,connected,APAC-DC-CLOUD-Server-Hall-A-PANEL-B,dcim.poweroutlet,Circuit-02,APAC-DC-CLOUD-SRV-A-R02-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-A-PANEL-B to APAC-DC-CLOUD-SRV-A-R02-PDU-B
APAC-DC-CLOUD-SRV-A-R03-PF-0097,power,connected,APAC-DC-CLOUD-Server-Hall-A-PANEL-A,dcim.poweroutlet,Circuit-03,APAC-DC-CLOUD-SRV-A-R03-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-A-PANEL-A to APAC-DC-CLOUD-SRV-A-R03-PDU-A
APAC-DC-CLOUD-SRV-A-R03-PF-0098,power,connected,APAC-DC-CLOUD-Server-Hall-A-PANEL-B,dcim.poweroutlet,Circuit-03,APAC-DC-CLOUD-SRV-A-R03-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-A-PANEL-B to APAC-DC-CLOUD-SRV-A-R03-PDU-B
APAC-DC-CLOUD-SRV-A-R04-PF-0099,power,connected,APAC-DC-CLOUD-Server-Hall-A-PANEL-A,dcim.poweroutlet,Circuit-04,APAC-DC-CLOUD-SRV-A-R04-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-A-PANEL-A to APAC-DC-CLOUD-SRV-A-R04-PDU-A
APAC-DC-CLOUD-SRV-A-R04-PF-0100,power,connected,APAC-DC-CLOUD-Server-Hall-A-PANEL-B,dcim.poweroutlet,Circuit-04,APAC-DC-CLOUD-SRV-A-R04-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-A-PANEL-B to APAC-DC-CLOUD-SRV-A-R04-PDU-B
APAC-DC-CLOUD-SRV-A-R05-PF-0101,power,connected,APAC-DC-CLOUD-Server-Hall-A-PANEL-A,dcim.poweroutlet,Circuit-05,APAC-DC-CLOUD-SRV-A-R05-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-A-PANEL-A to APAC-DC-CLOUD-SRV-A-R05-PDU-A
APAC-DC-CLOUD-SRV-A-R05-PF-0102,power,connected,APAC-DC-CLOUD-Server-Hall-A-PANEL-B,dcim.poweroutlet,Circuit-05,APAC-DC-CLOUD-SRV-A-R05-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-A-PANEL-B to APAC-DC-CLOUD-SRV-A-R05-PDU-B
APAC-DC-CLOUD-SRV-A-R06-PF-0103,power,connected,APAC-DC-CLOUD-Server-Hall-A-PANEL-A,dcim.poweroutlet,Circuit-06,APAC-DC-CLOUD-SRV-A-R06-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-A-PANEL-A to APAC-DC-CLOUD-SRV-A-R06-PDU-A
APAC-DC-CLOUD-SRV-A-R06-PF-0104,power,connected,APAC-DC-CLOUD-Server-Hall-A-PANEL-B,dcim.poweroutlet,Circuit-06,APAC-DC-CLOUD-SRV-A-R06-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-A-PANEL-B to APAC-DC-CLOUD-SRV-A-R06-PDU-B
APAC-DC-CLOUD-SRV-B-R01-PF-0105,power,connected,APAC-DC-CLOUD-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-01,APAC-DC-CLOUD-SRV-B-R01-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-B-PANEL-A to APAC-DC-CLOUD-SRV-B-R01-PDU-A
APAC-DC-CLOUD-SRV-B-R01-PF-0106,power,connected,APAC-DC-CLOUD-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-01,APAC-DC-CLOUD-SRV-B-R01-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-B-PANEL-B to APAC-DC-CLOUD-SRV-B-R01-PDU-B
APAC-DC-CLOUD-SRV-B-R02-PF-0107,power,connected,APAC-DC-CLOUD-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-02,APAC-DC-CLOUD-SRV-B-R02-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-B-PANEL-A to APAC-DC-CLOUD-SRV-B-R02-PDU-A
APAC-DC-CLOUD-SRV-B-R02-PF-0108,power,connected,APAC-DC-CLOUD-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-02,APAC-DC-CLOUD-SRV-B-R02-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-B-PANEL-B to APAC-DC-CLOUD-SRV-B-R02-PDU-B
APAC-DC-CLOUD-SRV-B-R03-PF-0109,power,connected,APAC-DC-CLOUD-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-03,APAC-DC-CLOUD-SRV-B-R03-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-B-PANEL-A to APAC-DC-CLOUD-SRV-B-R03-PDU-A
APAC-DC-CLOUD-SRV-B-R03-PF-0110,power,connected,APAC-DC-CLOUD-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-03,APAC-DC-CLOUD-SRV-B-R03-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-B-PANEL-B to APAC-DC-CLOUD-SRV-B-R03-PDU-B
APAC-DC-CLOUD-SRV-B-R04-PF-0111,power,connected,APAC-DC-CLOUD-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-04,APAC-DC-CLOUD-SRV-B-R04-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-B-PANEL-A to APAC-DC-CLOUD-SRV-B-R04-PDU-A
APAC-DC-CLOUD-SRV-B-R04-PF-0112,power,connected,APAC-DC-CLOUD-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-04,APAC-DC-CLOUD-SRV-B-R04-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-B-PANEL-B to APAC-DC-CLOUD-SRV-B-R04-PDU-B
APAC-DC-CLOUD-SRV-B-R05-PF-0113,power,connected,APAC-DC-CLOUD-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-05,APAC-DC-CLOUD-SRV-B-R05-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-B-PANEL-A to APAC-DC-CLOUD-SRV-B-R05-PDU-A
APAC-DC-CLOUD-SRV-B-R05-PF-0114,power,connected,APAC-DC-CLOUD-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-05,APAC-DC-CLOUD-SRV-B-R05-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-B-PANEL-B to APAC-DC-CLOUD-SRV-B-R05-PDU-B
APAC-DC-CLOUD-SRV-B-R06-PF-0115,power,connected,APAC-DC-CLOUD-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-06,APAC-DC-CLOUD-SRV-B-R06-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-B-PANEL-A to APAC-DC-CLOUD-SRV-B-R06-PDU-A
APAC-DC-CLOUD-SRV-B-R06-PF-0116,power,connected,APAC-DC-CLOUD-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-06,APAC-DC-CLOUD-SRV-B-R06-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Server-Hall-B-PANEL-B to APAC-DC-CLOUD-SRV-B-R06-PDU-B
APAC-DC-CLOUD-STG-R01-PF-0117,power,connected,APAC-DC-CLOUD-Storage-PANEL-A,dcim.poweroutlet,Circuit-01,APAC-DC-CLOUD-STG-R01-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Storage-PANEL-A to APAC-DC-CLOUD-STG-R01-PDU-A
APAC-DC-CLOUD-STG-R01-PF-0118,power,connected,APAC-DC-CLOUD-Storage-PANEL-B,dcim.poweroutlet,Circuit-01,APAC-DC-CLOUD-STG-R01-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Storage-PANEL-B to APAC-DC-CLOUD-STG-R01-PDU-B
APAC-DC-CLOUD-STG-R02-PF-0119,power,connected,APAC-DC-CLOUD-Storage-PANEL-A,dcim.poweroutlet,Circuit-02,APAC-DC-CLOUD-STG-R02-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Storage-PANEL-A to APAC-DC-CLOUD-STG-R02-PDU-A
APAC-DC-CLOUD-STG-R02-PF-0120,power,connected,APAC-DC-CLOUD-Storage-PANEL-B,dcim.poweroutlet,Circuit-02,APAC-DC-CLOUD-STG-R02-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Storage-PANEL-B to APAC-DC-CLOUD-STG-R02-PDU-B
APAC-DC-CLOUD-STG-R03-PF-0121,power,connected,APAC-DC-CLOUD-Storage-PANEL-A,dcim.poweroutlet,Circuit-03,APAC-DC-CLOUD-STG-R03-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Storage-PANEL-A to APAC-DC-CLOUD-STG-R03-PDU-A
APAC-DC-CLOUD-STG-R03-PF-0122,power,connected,APAC-DC-CLOUD-Storage-PANEL-B,dcim.poweroutlet,Circuit-03,APAC-DC-CLOUD-STG-R03-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-Storage-PANEL-B to APAC-DC-CLOUD-STG-R03-PDU-B
APAC-DC-CLOUD-MMR-R01-PF-0123,power,connected,APAC-DC-CLOUD-MMR-PANEL-A,dcim.poweroutlet,Circuit-01,APAC-DC-CLOUD-MMR-R01-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-MMR-PANEL-A to APAC-DC-CLOUD-MMR-R01-PDU-A
APAC-DC-CLOUD-MMR-R01-PF-0124,power,connected,APAC-DC-CLOUD-MMR-PANEL-B,dcim.poweroutlet,Circuit-01,APAC-DC-CLOUD-MMR-R01-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-MMR-PANEL-B to APAC-DC-CLOUD-MMR-R01-PDU-B
APAC-DC-CLOUD-MMR-R02-PF-0125,power,connected,APAC-DC-CLOUD-MMR-PANEL-A,dcim.poweroutlet,Circuit-02,APAC-DC-CLOUD-MMR-R02-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-MMR-PANEL-A to APAC-DC-CLOUD-MMR-R02-PDU-A
APAC-DC-CLOUD-MMR-R02-PF-0126,power,connected,APAC-DC-CLOUD-MMR-PANEL-B,dcim.poweroutlet,Circuit-02,APAC-DC-CLOUD-MMR-R02-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-CLOUD-MMR-PANEL-B to APAC-DC-CLOUD-MMR-R02-PDU-B
APAC-DC-ONPREM-NET-R01-PF-0127,power,connected,APAC-DC-ONPREM-Network-Core-PANEL-A,dcim.poweroutlet,Circuit-01,APAC-DC-ONPREM-NET-R01-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Network-Core-PANEL-A to APAC-DC-ONPREM-NET-R01-PDU-A
APAC-DC-ONPREM-NET-R01-PF-0128,power,connected,APAC-DC-ONPREM-Network-Core-PANEL-B,dcim.poweroutlet,Circuit-01,APAC-DC-ONPREM-NET-R01-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Network-Core-PANEL-B to APAC-DC-ONPREM-NET-R01-PDU-B
APAC-DC-ONPREM-NET-R02-PF-0129,power,connected,APAC-DC-ONPREM-Network-Core-PANEL-A,dcim.poweroutlet,Circuit-02,APAC-DC-ONPREM-NET-R02-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Network-Core-PANEL-A to APAC-DC-ONPREM-NET-R02-PDU-A
APAC-DC-ONPREM-NET-R02-PF-0130,power,connected,APAC-DC-ONPREM-Network-Core-PANEL-B,dcim.poweroutlet,Circuit-02,APAC-DC-ONPREM-NET-R02-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Network-Core-PANEL-B to APAC-DC-ONPREM-NET-R02-PDU-B
APAC-DC-ONPREM-NET-R03-PF-0131,power,connected,APAC-DC-ONPREM-Network-Core-PANEL-A,dcim.poweroutlet,Circuit-03,APAC-DC-ONPREM-NET-R03-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Network-Core-PANEL-A to APAC-DC-ONPREM-NET-R03-PDU-A
APAC-DC-ONPREM-NET-R03-PF-0132,power,connected,APAC-DC-ONPREM-Network-Core-PANEL-B,dcim.poweroutlet,Circuit-03,APAC-DC-ONPREM-NET-R03-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Network-Core-PANEL-B to APAC-DC-ONPREM-NET-R03-PDU-B
APAC-DC-ONPREM-NET-R04-PF-0133,power,connected,APAC-DC-ONPREM-Network-Core-PANEL-A,dcim.poweroutlet,Circuit-04,APAC-DC-ONPREM-NET-R04-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Network-Core-PANEL-A to APAC-DC-ONPREM-NET-R04-PDU-A
APAC-DC-ONPREM-NET-R04-PF-0134,power,connected,APAC-DC-ONPREM-Network-Core-PANEL-B,dcim.poweroutlet,Circuit-04,APAC-DC-ONPREM-NET-R04-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Network-Core-PANEL-B to APAC-DC-ONPREM-NET-R04-PDU-B
APAC-DC-ONPREM-SRV-A-R01-PF-0135,power,connected,APAC-DC-ONPREM-Server-Hall-A-PANEL-A,dcim.poweroutlet,Circuit-01,APAC-DC-ONPREM-SRV-A-R01-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Server-Hall-A-PANEL-A to APAC-DC-ONPREM-SRV-A-R01-PDU-A
APAC-DC-ONPREM-SRV-A-R01-PF-0136,power,connected,APAC-DC-ONPREM-Server-Hall-A-PANEL-B,dcim.poweroutlet,Circuit-01,APAC-DC-ONPREM-SRV-A-R01-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Server-Hall-A-PANEL-B to APAC-DC-ONPREM-SRV-A-R01-PDU-B
APAC-DC-ONPREM-SRV-A-R02-PF-0137,power,connected,APAC-DC-ONPREM-Server-Hall-A-PANEL-A,dcim.poweroutlet,Circuit-02,APAC-DC-ONPREM-SRV-A-R02-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Server-Hall-A-PANEL-A to APAC-DC-ONPREM-SRV-A-R02-PDU-A
APAC-DC-ONPREM-SRV-A-R02-PF-0138,power,connected,APAC-DC-ONPREM-Server-Hall-A-PANEL-B,dcim.poweroutlet,Circuit-02,APAC-DC-ONPREM-SRV-A-R02-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Server-Hall-A-PANEL-B to APAC-DC-ONPREM-SRV-A-R02-PDU-B
APAC-DC-ONPREM-SRV-A-R03-PF-0139,power,connected,APAC-DC-ONPREM-Server-Hall-A-PANEL-A,dcim.poweroutlet,Circuit-03,APAC-DC-ONPREM-SRV-A-R03-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Server-Hall-A-PANEL-A to APAC-DC-ONPREM-SRV-A-R03-PDU-A
APAC-DC-ONPREM-SRV-A-R03-PF-0140,power,connected,APAC-DC-ONPREM-Server-Hall-A-PANEL-B,dcim.poweroutlet,Circuit-03,APAC-DC-ONPREM-SRV-A-R03-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Server-Hall-A-PANEL-B to APAC-DC-ONPREM-SRV-A-R03-PDU-B
APAC-DC-ONPREM-SRV-A-R04-PF-0141,power,connected,APAC-DC-ONPREM-Server-Hall-A-PANEL-A,dcim.poweroutlet,Circuit-04,APAC-DC-ONPREM-SRV-A-R04-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Server-Hall-A-PANEL-A to APAC-DC-ONPREM-SRV-A-R04-PDU-A
APAC-DC-ONPREM-SRV-A-R04-PF-0142,power,connected,APAC-DC-ONPREM-Server-Hall-A-PANEL-B,dcim.poweroutlet,Circuit-04,APAC-DC-ONPREM-SRV-A-R04-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Server-Hall-A-PANEL-B to APAC-DC-ONPREM-SRV-A-R04-PDU-B
APAC-DC-ONPREM-SRV-A-R05-PF-0143,power,connected,APAC-DC-ONPREM-Server-Hall-A-PANEL-A,dcim.poweroutlet,Circuit-05,APAC-DC-ONPREM-SRV-A-R05-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Server-Hall-A-PANEL-A to APAC-DC-ONPREM-SRV-A-R05-PDU-A
APAC-DC-ONPREM-SRV-A-R05-PF-0144,power,connected,APAC-DC-ONPREM-Server-Hall-A-PANEL-B,dcim.poweroutlet,Circuit-05,APAC-DC-ONPREM-SRV-A-R05-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Server-Hall-A-PANEL-B to APAC-DC-ONPREM-SRV-A-R05-PDU-B
APAC-DC-ONPREM-SRV-A-R06-PF-0145,power,connected,APAC-DC-ONPREM-Server-Hall-A-PANEL-A,dcim.poweroutlet,Circuit-06,APAC-DC-ONPREM-SRV-A-R06-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Server-Hall-A-PANEL-A to APAC-DC-ONPREM-SRV-A-R06-PDU-A
APAC-DC-ONPREM-SRV-A-R06-PF-0146,power,connected,APAC-DC-ONPREM-Server-Hall-A-PANEL-B,dcim.poweroutlet,Circuit-06,APAC-DC-ONPREM-SRV-A-R06-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Server-Hall-A-PANEL-B to APAC-DC-ONPREM-SRV-A-R06-PDU-B
APAC-DC-ONPREM-SRV-B-R01-PF-0147,power,connected,APAC-DC-ONPREM-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-01,APAC-DC-ONPREM-SRV-B-R01-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Server-Hall-B-PANEL-A to APAC-DC-ONPREM-SRV-B-R01-PDU-A
APAC-DC-ONPREM-SRV-B-R01-PF-0148,power,connected,APAC-DC-ONPREM-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-01,APAC-DC-ONPREM-SRV-B-R01-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Server-Hall-B-PANEL-B to APAC-DC-ONPREM-SRV-B-R01-PDU-B
APAC-DC-ONPREM-SRV-B-R02-PF-0149,power,connected,APAC-DC-ONPREM-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-02,APAC-DC-ONPREM-SRV-B-R02-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Server-Hall-B-PANEL-A to APAC-DC-ONPREM-SRV-B-R02-PDU-A
APAC-DC-ONPREM-SRV-B-R02-PF-0150,power,connected,APAC-DC-ONPREM-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-02,APAC-DC-ONPREM-SRV-B-R02-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Server-Hall-B-PANEL-B to APAC-DC-ONPREM-SRV-B-R02-PDU-B
APAC-DC-ONPREM-SRV-B-R03-PF-0151,power,connected,APAC-DC-ONPREM-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-03,APAC-DC-ONPREM-SRV-B-R03-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Server-Hall-B-PANEL-A to APAC-DC-ONPREM-SRV-B-R03-PDU-A
APAC-DC-ONPREM-SRV-B-R03-PF-0152,power,connected,APAC-DC-ONPREM-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-03,APAC-DC-ONPREM-SRV-B-R03-PDU-B,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Server-Hall-B-PANEL-B to APAC-DC-ONPREM-SRV-B-R03-PDU-B
APAC-DC-ONPREM-SRV-B-R04-PF-0153,power,connected,APAC-DC-ONPREM-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-04,APAC-DC-ONPREM-SRV-B-R04-PDU-A,dcim.powerport,Power-In,,,Power feed: APAC-DC-ONPREM-Server-Hall-B-PANEL-A to APAC-DC-ONPREM-SRV-B-R04-PDU-A
