label,type,status,side_a_device,side_a_type,side_a_name,side_b_device,side_b_type,side_b_name,length,length_unit,description
APAC-DC-ONPREM-NET-R01-PC-0236,power,connected,APAC-DC-ONPREM-CORE-SW01,dcim.powerport,PSU2,APAC-DC-ONPREM-NET-R01-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-CORE-SW01 PSU2 to APAC-DC-ONPREM-NET-R01-PDU-B
APAC-DC-ONPREM-NET-R02-PC-0237,power,connected,APAC-DC-ONPREM-CORE-SW02,dcim.powerport,PSU1,APAC-DC-ONPREM-NET-R02-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-CORE-SW02 PSU1 to APAC-DC-ONPREM-NET-R02-PDU-A
APAC-DC-ONPREM-NET-R02-PC-0238,power,connected,APAC-DC-ONPREM-CORE-SW02,dcim.powerport,PSU2,APAC-DC-ONPREM-NET-R02-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-CORE-SW02 PSU2 to APAC-DC-ONPREM-NET-R02-PDU-B
APAC-DC-ONPREM-NET-R03-PC-0239,power,connected,APAC-DC-ONPREM-DIST-SW01,dcim.powerport,PSU1,APAC-DC-ONPREM-NET-R03-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-DIST-SW01 PSU1 to APAC-DC-ONPREM-NET-R03-PDU-A
APAC-DC-ONPREM-NET-R03-PC-0240,power,connected,APAC-DC-ONPREM-DIST-SW01,dcim.powerport,PSU2,APAC-DC-ONPREM-NET-R03-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-DIST-SW01 PSU2 to APAC-DC-ONPREM-NET-R03-PDU-B
APAC-DC-ONPREM-NET-R04-PC-0241,power,connected,APAC-DC-ONPREM-DIST-SW02,dcim.powerport,PSU1,APAC-DC-ONPREM-NET-R04-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-DIST-SW02 PSU1 to APAC-DC-ONPREM-NET-R04-PDU-A
APAC-DC-ONPREM-NET-R04-PC-0242,power,connected,APAC-DC-ONPREM-DIST-SW02,dcim.powerport,PSU2,APAC-DC-ONPREM-NET-R04-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-DIST-SW02 PSU2 to APAC-DC-ONPREM-NET-R04-PDU-B
APAC-DC-ONPREM-NET-R01-PC-0243,power,connected,APAC-DC-ONPREM-FW-EXT-01,dcim.powerport,PSU1,APAC-DC-ONPREM-NET-R01-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-FW-EXT-01 PSU1 to APAC-DC-ONPREM-NET-R01-PDU-A
APAC-DC-ONPREM-NET-R01-PC-0244,power,connected,APAC-DC-ONPREM-FW-EXT-01,dcim.powerport,PSU2,APAC-DC-ONPREM-NET-R01-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-FW-EXT-01 PSU2 to APAC-DC-ONPREM-NET-R01-PDU-B
APAC-DC-ONPREM-NET-R02-PC-0245,power,connected,APAC-DC-ONPREM-FW-EXT-02,dcim.powerport,PSU1,APAC-DC-ONPREM-NET-R02-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-FW-EXT-02 PSU1 to APAC-DC-ONPREM-NET-R02-PDU-A
APAC-DC-ONPREM-NET-R02-PC-0246,power,connected,APAC-DC-ONPREM-FW-EXT-02,dcim.powerport,PSU2,APAC-DC-ONPREM-NET-R02-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-FW-EXT-02 PSU2 to APAC-DC-ONPREM-NET-R02-PDU-B
APAC-DC-ONPREM-NET-R03-PC-0247,power,connected,APAC-DC-ONPREM-FW-INT-01,dcim.powerport,PSU1,APAC-DC-ONPREM-NET-R03-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-FW-INT-01 PSU1 to APAC-DC-ONPREM-NET-R03-PDU-A
APAC-DC-ONPREM-NET-R03-PC-0248,power,connected,APAC-DC-ONPREM-FW-INT-01,dcim.powerport,PSU2,APAC-DC-ONPREM-NET-R03-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-FW-INT-01 PSU2 to APAC-DC-ONPREM-NET-R03-PDU-B
APAC-DC-ONPREM-NET-R04-PC-0249,power,connected,APAC-DC-ONPREM-FW-INT-02,dcim.powerport,PSU1,APAC-DC-ONPREM-NET-R04-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-FW-INT-02 PSU1 to APAC-DC-ONPREM-NET-R04-PDU-A
APAC-DC-ONPREM-NET-R04-PC-0250,power,connected,APAC-DC-ONPREM-FW-INT-02,dcim.powerport,PSU2,APAC-DC-ONPREM-NET-R04-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-FW-INT-02 PSU2 to APAC-DC-ONPREM-NET-R04-PDU-B
APAC-DC-ONPREM-NET-R01-PC-0251,power,connected,APAC-DC-ONPREM-RTR-EDGE-01,dcim.powerport,PSU1,APAC-DC-ONPREM-NET-R01-PDU-A,dcim.poweroutlet,Outlet-03,,,Power cable: APAC-DC-ONPREM-RTR-EDGE-01 PSU1 to APAC-DC-ONPREM-NET-R01-PDU-A
APAC-DC-ONPREM-NET-R01-PC-0252,power,connected,APAC-DC-ONPREM-RTR-EDGE-01,dcim.powerport,PSU2,APAC-DC-ONPREM-NET-R01-PDU-B,dcim.poweroutlet,Outlet-03,,,Power cable: APAC-DC-ONPREM-RTR-EDGE-01 PSU2 to APAC-DC-ONPREM-NET-R01-PDU-B
APAC-DC-ONPREM-NET-R02-PC-0253,power,connected,APAC-DC-ONPREM-RTR-EDGE-02,dcim.powerport,PSU1,APAC-DC-ONPREM-NET-R02-PDU-A,dcim.poweroutlet,Outlet-03,,,Power cable: APAC-DC-ONPREM-RTR-EDGE-02 PSU1 to APAC-DC-ONPREM-NET-R02-PDU-A
APAC-DC-ONPREM-NET-R02-PC-0254,power,connected,APAC-DC-ONPREM-RTR-EDGE-02,dcim.powerport,PSU2,APAC-DC-ONPREM-NET-R02-PDU-B,dcim.poweroutlet,Outlet-03,,,Power cable: APAC-DC-ONPREM-RTR-EDGE-02 PSU2 to APAC-DC-ONPREM-NET-R02-PDU-B
APAC-DC-ONPREM-NET-R03-PC-0255,power,connected,APAC-DC-ONPREM-LB-01,dcim.powerport,PSU1,APAC-DC-ONPREM-NET-R03-PDU-A,dcim.poweroutlet,Outlet-03,,,Power cable: APAC-DC-ONPREM-LB-01 PSU1 to APAC-DC-ONPREM-NET-R03-PDU-A
APAC-DC-ONPREM-NET-R03-PC-0256,power,connected,APAC-DC-ONPREM-LB-01,dcim.powerport,PSU2,APAC-DC-ONPREM-NET-R03-PDU-B,dcim.poweroutlet,Outlet-03,,,Power cable: APAC-DC-ONPREM-LB-01 PSU2 to APAC-DC-ONPREM-NET-R03-PDU-B
APAC-DC-ONPREM-SRV-A-R01-PC-0257,power,connected,APAC-DC-ONPREM-SPINE-A01,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-A-R01-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-SPINE-A01 PSU1 to APAC-DC-ONPREM-SRV-A-R01-PDU-A
APAC-DC-ONPREM-SRV-A-R01-PC-0258,power,connected,APAC-DC-ONPREM-SPINE-A01,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-A-R01-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-SPINE-A01 PSU2 to APAC-DC-ONPREM-SRV-A-R01-PDU-B
APAC-DC-ONPREM-SRV-A-R02-PC-0259,power,connected,APAC-DC-ONPREM-SPINE-A02,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-A-R02-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-SPINE-A02 PSU1 to APAC-DC-ONPREM-SRV-A-R02-PDU-A
APAC-DC-ONPREM-SRV-A-R02-PC-0260,power,connected,APAC-DC-ONPREM-SPINE-A02,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-A-R02-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-SPINE-A02 PSU2 to APAC-DC-ONPREM-SRV-A-R02-PDU-B
APAC-DC-ONPREM-SRV-A-R03-PC-0261,power,connected,APAC-DC-ONPREM-LEAF-A01,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-A-R03-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-LEAF-A01 PSU1 to APAC-DC-ONPREM-SRV-A-R03-PDU-A
APAC-DC-ONPREM-SRV-A-R03-PC-0262,power,connected,APAC-DC-ONPREM-LEAF-A01,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-A-R03-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-LEAF-A01 PSU2 to APAC-DC-ONPREM-SRV-A-R03-PDU-B
APAC-DC-ONPREM-SRV-A-R04-PC-0263,power,connected,APAC-DC-ONPREM-LEAF-A02,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-A-R04-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-LEAF-A02 PSU1 to APAC-DC-ONPREM-SRV-A-R04-PDU-A
APAC-DC-ONPREM-SRV-A-R04-PC-0264,power,connected,APAC-DC-ONPREM-LEAF-A02,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-A-R04-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-LEAF-A02 PSU2 to APAC-DC-ONPREM-SRV-A-R04-PDU-B
APAC-DC-ONPREM-SRV-A-R05-PC-0265,power,connected,APAC-DC-ONPREM-ESX-A01,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-A-R05-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-A01 PSU1 to APAC-DC-ONPREM-SRV-A-R05-PDU-A
APAC-DC-ONPREM-SRV-A-R05-PC-0266,power,connected,APAC-DC-ONPREM-ESX-A01,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-A-R05-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-A01 PSU2 to APAC-DC-ONPREM-SRV-A-R05-PDU-B
APAC-DC-ONPREM-SRV-A-R06-PC-0267,power,connected,APAC-DC-ONPREM-ESX-A02,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-A-R06-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-A02 PSU1 to APAC-DC-ONPREM-SRV-A-R06-PDU-A
APAC-DC-ONPREM-SRV-A-R06-PC-0268,power,connected,APAC-DC-ONPREM-ESX-A02,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-A-R06-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-A02 PSU2 to APAC-DC-ONPREM-SRV-A-R06-PDU-B
APAC-DC-ONPREM-SRV-A-R01-PC-0269,power,connected,APAC-DC-ONPREM-ESX-A03,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-A-R01-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-ESX-A03 PSU1 to APAC-DC-ONPREM-SRV-A-R01-PDU-A
APAC-DC-ONPREM-SRV-A-R01-PC-0270,power,connected,APAC-DC-ONPREM-ESX-A03,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-A-R01-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-ESX-A03 PSU2 to APAC-DC-ONPREM-SRV-A-R01-PDU-B
APAC-DC-ONPREM-SRV-A-R02-PC-0271,power,connected,APAC-DC-ONPREM-ESX-A04,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-A-R02-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-ESX-A04 PSU1 to APAC-DC-ONPREM-SRV-A-R02-PDU-A
APAC-DC-ONPREM-SRV-A-R02-PC-0272,power,connected,APAC-DC-ONPREM-ESX-A04,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-A-R02-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-ESX-A04 PSU2 to APAC-DC-ONPREM-SRV-A-R02-PDU-B
APAC-DC-ONPREM-SRV-A-R03-PC-0273,power,connected,APAC-DC-ONPREM-ESX-A05,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-A-R03-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-ESX-A05 PSU1 to APAC-DC-ONPREM-SRV-A-R03-PDU-A
APAC-DC-ONPREM-SRV-A-R03-PC-0274,power,connected,APAC-DC-ONPREM-ESX-A05,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-A-R03-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-ESX-A05 PSU2 to APAC-DC-ONPREM-SRV-A-R03-PDU-B
APAC-DC-ONPREM-SRV-A-R04-PC-0275,power,connected,APAC-DC-ONPREM-ESX-A06,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-A-R04-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-ESX-A06 PSU1 to APAC-DC-ONPREM-SRV-A-R04-PDU-A
APAC-DC-ONPREM-SRV-A-R04-PC-0276,power,connected,APAC-DC-ONPREM-ESX-A06,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-A-R04-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-ESX-A06 PSU2 to APAC-DC-ONPREM-SRV-A-R04-PDU-B
APAC-DC-ONPREM-SRV-B-R01-PC-0277,power,connected,APAC-DC-ONPREM-SPINE-B01,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-B-R01-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-SPINE-B01 PSU1 to APAC-DC-ONPREM-SRV-B-R01-PDU-A
APAC-DC-ONPREM-SRV-B-R01-PC-0278,power,connected,APAC-DC-ONPREM-SPINE-B01,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-B-R01-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-SPINE-B01 PSU2 to APAC-DC-ONPREM-SRV-B-R01-PDU-B
APAC-DC-ONPREM-SRV-B-R02-PC-0279,power,connected,APAC-DC-ONPREM-SPINE-B02,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-B-R02-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-SPINE-B02 PSU1 to APAC-DC-ONPREM-SRV-B-R02-PDU-A
APAC-DC-ONPREM-SRV-B-R02-PC-0280,power,connected,APAC-DC-ONPREM-SPINE-B02,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-B-R02-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-SPINE-B02 PSU2 to APAC-DC-ONPREM-SRV-B-R02-PDU-B
APAC-DC-ONPREM-SRV-B-R03-PC-0281,power,connected,APAC-DC-ONPREM-LEAF-B01,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-B-R03-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-LEAF-B01 PSU1 to APAC-DC-ONPREM-SRV-B-R03-PDU-A
APAC-DC-ONPREM-SRV-B-R03-PC-0282,power,connected,APAC-DC-ONPREM-LEAF-B01,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-B-R03-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-LEAF-B01 PSU2 to APAC-DC-ONPREM-SRV-B-R03-PDU-B
APAC-DC-ONPREM-SRV-B-R04-PC-0283,power,connected,APAC-DC-ONPREM-LEAF-B02,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-B-R04-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-LEAF-B02 PSU1 to APAC-DC-ONPREM-SRV-B-R04-PDU-A
APAC-DC-ONPREM-SRV-B-R04-PC-0284,power,connected,APAC-DC-ONPREM-LEAF-B02,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-B-R04-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-LEAF-B02 PSU2 to APAC-DC-ONPREM-SRV-B-R04-PDU-B
APAC-DC-ONPREM-SRV-B-R05-PC-0285,power,connected,APAC-DC-ONPREM-ESX-B01,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-B-R05-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-B01 PSU1 to APAC-DC-ONPREM-SRV-B-R05-PDU-A
APAC-DC-ONPREM-SRV-B-R05-PC-0286,power,connected,APAC-DC-ONPREM-ESX-B01,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-B-R05-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-B01 PSU2 to APAC-DC-ONPREM-SRV-B-R05-PDU-B
APAC-DC-ONPREM-SRV-B-R06-PC-0287,power,connected,APAC-DC-ONPREM-ESX-B02,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-B-R06-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-B02 PSU1 to APAC-DC-ONPREM-SRV-B-R06-PDU-A
APAC-DC-ONPREM-SRV-B-R06-PC-0288,power,connected,APAC-DC-ONPREM-ESX-B02,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-B-R06-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-B02 PSU2 to APAC-DC-ONPREM-SRV-B-R06-PDU-B
APAC-DC-ONPREM-SRV-B-R01-PC-0289,power,connected,APAC-DC-ONPREM-ESX-B03,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-B-R01-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-ESX-B03 PSU1 to APAC-DC-ONPREM-SRV-B-R01-PDU-A
APAC-DC-ONPREM-SRV-B-R01-PC-0290,power,connected,APAC-DC-ONPREM-ESX-B03,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-B-R01-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-ESX-B03 PSU2 to APAC-DC-ONPREM-SRV-B-R01-PDU-B
APAC-DC-ONPREM-SRV-B-R02-PC-0291,power,connected,APAC-DC-ONPREM-ESX-B04,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-B-R02-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-ESX-B04 PSU1 to APAC-DC-ONPREM-SRV-B-R02-PDU-A
APAC-DC-ONPREM-SRV-B-R02-PC-0292,power,connected,APAC-DC-ONPREM-ESX-B04,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-B-R02-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-ESX-B04 PSU2 to APAC-DC-ONPREM-SRV-B-R02-PDU-B
APAC-DC-ONPREM-SRV-B-R03-PC-0293,power,connected,APAC-DC-ONPREM-PHYS-DB01,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-B-R03-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-PHYS-DB01 PSU1 to APAC-DC-ONPREM-SRV-B-R03-PDU-A
APAC-DC-ONPREM-SRV-B-R03-PC-0294,power,connected,APAC-DC-ONPREM-PHYS-DB01,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-B-R03-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-PHYS-DB01 PSU2 to APAC-DC-ONPREM-SRV-B-R03-PDU-B
APAC-DC-ONPREM-SRV-B-R04-PC-0295,power,connected,APAC-DC-ONPREM-PHYS-DB02,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-B-R04-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-PHYS-DB02 PSU1 to APAC-DC-ONPREM-SRV-B-R04-PDU-A
APAC-DC-ONPREM-SRV-B-R04-PC-0296,power,connected,APAC-DC-ONPREM-PHYS-DB02,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-B-R04-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-PHYS-DB02 PSU2 to APAC-DC-ONPREM-SRV-B-R04-PDU-B
APAC-DC-ONPREM-STG-R01-PC-0297,power,connected,APAC-DC-ONPREM-ACC-STG-01,dcim.powerport,PSU1,APAC-DC-ONPREM-STG-R01-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ACC-STG-01 PSU1 to APAC-DC-ONPREM-STG-R01-PDU-A
APAC-DC-ONPREM-STG-R01-PC-0298,power,connected,APAC-DC-ONPREM-ACC-STG-01,dcim.powerport,PSU2,APAC-DC-ONPREM-STG-R01-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ACC-STG-01 PSU2 to APAC-DC-ONPREM-STG-R01-PDU-B
APAC-DC-ONPREM-STG-R02-PC-0299,power,connected,APAC-DC-ONPREM-ACC-STG-02,dcim.powerport,PSU1,APAC-DC-ONPREM-STG-R02-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ACC-STG-02 PSU1 to APAC-DC-ONPREM-STG-R02-PDU-A
APAC-DC-ONPREM-STG-R02-PC-0300,power,connected,APAC-DC-ONPREM-ACC-STG-02,dcim.powerport,PSU2,APAC-DC-ONPREM-STG-R02-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ACC-STG-02 PSU2 to APAC-DC-ONPREM-STG-R02-PDU-B
APAC-DC-ONPREM-STG-R03-PC-0301,power,connected,APAC-DC-ONPREM-SAN-01,dcim.powerport,PSU1,APAC-DC-ONPREM-STG-R03-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-SAN-01 PSU1 to APAC-DC-ONPREM-STG-R03-PDU-A
APAC-DC-ONPREM-STG-R03-PC-0302,power,connected,APAC-DC-ONPREM-SAN-01,dcim.powerport,PSU2,APAC-DC-ONPREM-STG-R03-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-SAN-01 PSU2 to APAC-DC-ONPREM-STG-R03-PDU-B
APAC-DC-ONPREM-STG-R01-PC-0303,power,connected,APAC-DC-ONPREM-SAN-02,dcim.powerport,PSU1,APAC-DC-ONPREM-STG-R01-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-SAN-02 PSU1 to APAC-DC-ONPREM-STG-R01-PDU-A
APAC-DC-ONPREM-STG-R01-PC-0304,power,connected,APAC-DC-ONPREM-SAN-02,dcim.powerport,PSU2,APAC-DC-ONPREM-STG-R01-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-SAN-02 PSU2 to APAC-DC-ONPREM-STG-R01-PDU-B
APAC-DC-ONPREM-STG-R02-PC-0305,power,connected,APAC-DC-ONPREM-NAS-01,dcim.powerport,PSU1,APAC-DC-ONPREM-STG-R02-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-NAS-01 PSU1 to APAC-DC-ONPREM-STG-R02-PDU-A
APAC-DC-ONPREM-STG-R02-PC-0306,power,connected,APAC-DC-ONPREM-NAS-01,dcim.powerport,PSU2,APAC-DC-ONPREM-STG-R02-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-NAS-01 PSU2 to APAC-DC-ONPREM-STG-R02-PDU-B
APAC-DC-ONPREM-STG-R03-PC-0307,power,connected,APAC-DC-ONPREM-NAS-02,dcim.powerport,PSU1,APAC-DC-ONPREM-STG-R03-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-NAS-02 PSU1 to APAC-DC-ONPREM-STG-R03-PDU-A
APAC-DC-ONPREM-STG-R03-PC-0308,power,connected,APAC-DC-ONPREM-NAS-02,dcim.powerport,PSU2,APAC-DC-ONPREM-STG-R03-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-NAS-02 PSU2 to APAC-DC-ONPREM-STG-R03-PDU-B
APAC-DC-ONPREM-MMR-R01-PC-0309,power,connected,APAC-DC-ONPREM-MMR-SW01,dcim.powerport,PSU1,APAC-DC-ONPREM-MMR-R01-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-MMR-SW01 PSU1 to APAC-DC-ONPREM-MMR-R01-PDU-A
APAC-DC-ONPREM-MMR-R01-PC-0310,power,connected,APAC-DC-ONPREM-MMR-SW01,dcim.powerport,PSU2,APAC-DC-ONPREM-MMR-R01-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-MMR-SW01 PSU2 to APAC-DC-ONPREM-MMR-R01-PDU-B
APAC-DC-ONPREM-MMR-R02-PC-0311,power,connected,APAC-DC-ONPREM-OOB-RTR01,dcim.powerport,PSU1,APAC-DC-ONPREM-MMR-R02-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-OOB-RTR01 PSU1 to APAC-DC-ONPREM-MMR-R02-PDU-A
APAC-DC-ONPREM-MMR-R02-PC-0312,power,connected,APAC-DC-ONPREM-OOB-RTR01,dcim.powerport,PSU2,APAC-DC-ONPREM-MMR-R02-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-OOB-RTR01 PSU2 to APAC-DC-ONPREM-MMR-R02-PDU-B
AMER-DC-ONPREM-NET-R01-PC-0391,power,connected,AMER-DC-ONPREM-CORE-SW01,dcim.powerport,PSU1,AMER-DC-ONPREM-NET-R01-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-CORE-SW01 PSU1 to AMER-DC-ONPREM-NET-R01-PDU-A
AMER-DC-ONPREM-NET-R01-PC-0392,power,connected,AMER-DC-ONPREM-CORE-SW01,dcim.powerport,PSU2,AMER-DC-ONPREM-NET-R01-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-CORE-SW01 PSU2 to AMER-DC-ONPREM-NET-R01-PDU-B
AMER-DC-ONPREM-NET-R02-PC-0393,power,connected,AMER-DC-ONPREM-CORE-SW02,dcim.powerport,PSU1,AMER-DC-ONPREM-NET-R02-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-CORE-SW02 PSU1 to AMER-DC-ONPREM-NET-R02-PDU-A
AMER-DC-ONPREM-NET-R02-PC-0394,power,connected,AMER-DC-ONPREM-CORE-SW02,dcim.powerport,PSU2,AMER-DC-ONPREM-NET-R02-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-CORE-SW02 PSU2 to AMER-DC-ONPREM-NET-R02-PDU-B
