power_panel,name,type,feed_leg,description
EMEA-DC-ONPREM-Server-Hall-B-PANEL-A,Circuit-36,nema-l6-30r,C,Circuit 36
EMEA-DC-ONPREM-Server-Hall-B-PANEL-A,Circuit-37,nema-l6-30r,A,Circuit 37
EMEA-DC-ONPREM-Server-Hall-B-PANEL-A,Circuit-38,nema-l6-30r,B,Circuit 38
EMEA-DC-ONPREM-Server-Hall-B-PANEL-A,Circuit-39,nema-l6-30r,C,Circuit 39
EMEA-DC-ONPREM-Server-Hall-B-PANEL-A,Circuit-40,nema-l6-30r,A,Circuit 40
EMEA-DC-ONPREM-Server-Hall-B-PANEL-A,Circuit-41,nema-l6-30r,B,Circuit 41
EMEA-DC-ONPREM-Server-Hall-B-PANEL-A,Circuit-42,nema-l6-30r,C,Circuit 42
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-01,nema-l6-30r,A,Circuit 1
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-02,nema-l6-30r,B,Circuit 2
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-03,nema-l6-30r,C,Circuit 3
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-04,nema-l6-30r,A,Circuit 4
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-05,nema-l6-30r,B,Circuit 5
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-06,nema-l6-30r,C,Circuit 6
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-07,nema-l6-30r,A,Circuit 7
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-08,nema-l6-30r,B,Circuit 8
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-09,nema-l6-30r,C,Circuit 9
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-10,nema-l6-30r,A,Circuit 10
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-11,nema-l6-30r,B,Circuit 11
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-12,nema-l6-30r,C,Circuit 12
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-13,nema-l6-30r,A,Circuit 13
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-14,nema-l6-30r,B,Circuit 14
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-15,nema-l6-30r,C,Circuit 15
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-16,nema-l6-30r,A,Circuit 16
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-17,nema-l6-30r,B,Circuit 17
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-18,nema-l6-30r,C,Circuit 18
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-19,nema-l6-30r,A,Circuit 19
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-20,nema-l6-30r,B,Circuit 20
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-21,nema-l6-30r,C,Circuit 21
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-22,nema-l6-30r,A,Circuit 22
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-23,nema-l6-30r,B,Circuit 23
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-24,nema-l6-30r,C,Circuit 24
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-25,nema-l6-30r,A,Circuit 25
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-26,nema-l6-30r,B,Circuit 26
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-27,nema-l6-30r,C,Circuit 27
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-28,nema-l6-30r,A,Circuit 28
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-29,nema-l6-30r,B,Circuit 29
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-30,nema-l6-30r,C,Circuit 30
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-31,nema-l6-30r,A,Circuit 31
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-32,nema-l6-30r,B,Circuit 32
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-33,nema-l6-30r,C,Circuit 33
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-34,nema-l6-30r,A,Circuit 34
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-35,nema-l6-30r,B,Circuit 35
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-36,nema-l6-30r,C,Circuit 36
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-37,nema-l6-30r,A,Circuit 37
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-38,nema-l6-30r,B,Circuit 38
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-39,nema-l6-30r,C,Circuit 39
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-40,nema-l6-30r,A,Circuit 40
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-41,nema-l6-30r,B,Circuit 41
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Circuit-42,nema-l6-30r,C,Circuit 42
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-01,nema-l6-30r,A,Circuit 1
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-02,nema-l6-30r,B,Circuit 2
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-03,nema-l6-30r,C,Circuit 3
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-04,nema-l6-30r,A,Circuit 4
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-05,nema-l6-30r,B,Circuit 5
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-06,nema-l6-30r,C,Circuit 6
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-07,nema-l6-30r,A,Circuit 7
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-08,nema-l6-30r,B,Circuit 8
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-09,nema-l6-30r,C,Circuit 9
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-10,nema-l6-30r,A,Circuit 10
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-11,nema-l6-30r,B,Circuit 11
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-12,nema-l6-30r,C,Circuit 12
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-13,nema-l6-30r,A,Circuit 13
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-14,nema-l6-30r,B,Circuit 14
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-15,nema-l6-30r,C,Circuit 15
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-16,nema-l6-30r,A,Circuit 16
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-17,nema-l6-30r,B,Circuit 17
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-18,nema-l6-30r,C,Circuit 18
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-19,nema-l6-30r,A,Circuit 19
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-20,nema-l6-30r,B,Circuit 20
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-21,nema-l6-30r,C,Circuit 21
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-22,nema-l6-30r,A,Circuit 22
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-23,nema-l6-30r,B,Circuit 23
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-24,nema-l6-30r,C,Circuit 24
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-25,nema-l6-30r,A,Circuit 25
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-26,nema-l6-30r,B,Circuit 26
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-27,nema-l6-30r,C,Circuit 27
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-28,nema-l6-30r,A,Circuit 28
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-29,nema-l6-30r,B,Circuit 29
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-30,nema-l6-30r,C,Circuit 30
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-31,nema-l6-30r,A,Circuit 31
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-32,nema-l6-30r,B,Circuit 32
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-33,nema-l6-30r,C,Circuit 33
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-34,nema-l6-30r,A,Circuit 34
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-35,nema-l6-30r,B,Circuit 35
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-36,nema-l6-30r,C,Circuit 36
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-37,nema-l6-30r,A,Circuit 37
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-38,nema-l6-30r,B,Circuit 38
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-39,nema-l6-30r,C,Circuit 39
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-40,nema-l6-30r,A,Circuit 40
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-41,nema-l6-30r,B,Circuit 41
EMEA-DC-ONPREM-Storage-Room-PANEL-A,Circuit-42,nema-l6-30r,C,Circuit 42
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-01,nema-l6-30r,A,Circuit 1
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-02,nema-l6-30r,B,Circuit 2
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-03,nema-l6-30r,C,Circuit 3
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-04,nema-l6-30r,A,Circuit 4
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-05,nema-l6-30r,B,Circuit 5
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-06,nema-l6-30r,C,Circuit 6
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-07,nema-l6-30r,A,Circuit 7
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-08,nema-l6-30r,B,Circuit 8
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-09,nema-l6-30r,C,Circuit 9
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-10,nema-l6-30r,A,Circuit 10
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-11,nema-l6-30r,B,Circuit 11
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-12,nema-l6-30r,C,Circuit 12
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-13,nema-l6-30r,A,Circuit 13
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-14,nema-l6-30r,B,Circuit 14
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-15,nema-l6-30r,C,Circuit 15
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-16,nema-l6-30r,A,Circuit 16
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-17,nema-l6-30r,B,Circuit 17
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-18,nema-l6-30r,C,Circuit 18
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-19,nema-l6-30r,A,Circuit 19
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-20,nema-l6-30r,B,Circuit 20
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-21,nema-l6-30r,C,Circuit 21
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-22,nema-l6-30r,A,Circuit 22
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-23,nema-l6-30r,B,Circuit 23
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-24,nema-l6-30r,C,Circuit 24
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-25,nema-l6-30r,A,Circuit 25
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-26,nema-l6-30r,B,Circuit 26
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-27,nema-l6-30r,C,Circuit 27
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-28,nema-l6-30r,A,Circuit 28
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-29,nema-l6-30r,B,Circuit 29
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-30,nema-l6-30r,C,Circuit 30
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-31,nema-l6-30r,A,Circuit 31
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-32,nema-l6-30r,B,Circuit 32
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-33,nema-l6-30r,C,Circuit 33
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-34,nema-l6-30r,A,Circuit 34
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-35,nema-l6-30r,B,Circuit 35
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-36,nema-l6-30r,C,Circuit 36
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-37,nema-l6-30r,A,Circuit 37
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-38,nema-l6-30r,B,Circuit 38
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-39,nema-l6-30r,C,Circuit 39
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-40,nema-l6-30r,A,Circuit 40
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-41,nema-l6-30r,B,Circuit 41
EMEA-DC-ONPREM-Storage-Room-PANEL-B,Circuit-42,nema-l6-30r,C,Circuit 42
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-01,nema-l6-30r,A,Circuit 1
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-02,nema-l6-30r,B,Circuit 2
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-03,nema-l6-30r,C,Circuit 3
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-04,nema-l6-30r,A,Circuit 4
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-05,nema-l6-30r,B,Circuit 5
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-06,nema-l6-30r,C,Circuit 6
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-07,nema-l6-30r,A,Circuit 7
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-08,nema-l6-30r,B,Circuit 8
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-09,nema-l6-30r,C,Circuit 9
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-10,nema-l6-30r,A,Circuit 10
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-11,nema-l6-30r,B,Circuit 11
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-12,nema-l6-30r,C,Circuit 12
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-13,nema-l6-30r,A,Circuit 13
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-14,nema-l6-30r,B,Circuit 14
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-15,nema-l6-30r,C,Circuit 15
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-16,nema-l6-30r,A,Circuit 16
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-17,nema-l6-30r,B,Circuit 17
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-18,nema-l6-30r,C,Circuit 18
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-19,nema-l6-30r,A,Circuit 19
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-20,nema-l6-30r,B,Circuit 20
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-21,nema-l6-30r,C,Circuit 21
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-22,nema-l6-30r,A,Circuit 22
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-23,nema-l6-30r,B,Circuit 23
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-24,nema-l6-30r,C,Circuit 24
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-25,nema-l6-30r,A,Circuit 25
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-26,nema-l6-30r,B,Circuit 26
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-27,nema-l6-30r,C,Circuit 27
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-28,nema-l6-30r,A,Circuit 28
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-29,nema-l6-30r,B,Circuit 29
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-30,nema-l6-30r,C,Circuit 30
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-31,nema-l6-30r,A,Circuit 31
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-32,nema-l6-30r,B,Circuit 32
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-33,nema-l6-30r,C,Circuit 33
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-34,nema-l6-30r,A,Circuit 34
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-35,nema-l6-30r,B,Circuit 35
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-36,nema-l6-30r,C,Circuit 36
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-37,nema-l6-30r,A,Circuit 37
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-38,nema-l6-30r,B,Circuit 38
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-39,nema-l6-30r,C,Circuit 39
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-40,nema-l6-30r,A,Circuit 40
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-41,nema-l6-30r,B,Circuit 41
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-A,Circuit-42,nema-l6-30r,C,Circuit 42
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-01,nema-l6-30r,A,Circuit 1
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-02,nema-l6-30r,B,Circuit 2
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-03,nema-l6-30r,C,Circuit 3
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-04,nema-l6-30r,A,Circuit 4
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-05,nema-l6-30r,B,Circuit 5
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-06,nema-l6-30r,C,Circuit 6
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-07,nema-l6-30r,A,Circuit 7
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-08,nema-l6-30r,B,Circuit 8
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-09,nema-l6-30r,C,Circuit 9
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-10,nema-l6-30r,A,Circuit 10
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-11,nema-l6-30r,B,Circuit 11
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-12,nema-l6-30r,C,Circuit 12
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-13,nema-l6-30r,A,Circuit 13
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-14,nema-l6-30r,B,Circuit 14
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-15,nema-l6-30r,C,Circuit 15
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-16,nema-l6-30r,A,Circuit 16
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-17,nema-l6-30r,B,Circuit 17
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-18,nema-l6-30r,C,Circuit 18
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-19,nema-l6-30r,A,Circuit 19
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-20,nema-l6-30r,B,Circuit 20
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-21,nema-l6-30r,C,Circuit 21
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-22,nema-l6-30r,A,Circuit 22
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-23,nema-l6-30r,B,Circuit 23
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-24,nema-l6-30r,C,Circuit 24
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-25,nema-l6-30r,A,Circuit 25
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-26,nema-l6-30r,B,Circuit 26
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-27,nema-l6-30r,C,Circuit 27
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-28,nema-l6-30r,A,Circuit 28
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-29,nema-l6-30r,B,Circuit 29
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-30,nema-l6-30r,C,Circuit 30
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-31,nema-l6-30r,A,Circuit 31
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-32,nema-l6-30r,B,Circuit 32
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-33,nema-l6-30r,C,Circuit 33
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-34,nema-l6-30r,A,Circuit 34
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-35,nema-l6-30r,B,Circuit 35
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-36,nema-l6-30r,C,Circuit 36
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-37,nema-l6-30r,A,Circuit 37
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-38,nema-l6-30r,B,Circuit 38
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-39,nema-l6-30r,C,Circuit 39
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-40,nema-l6-30r,A,Circuit 40
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-41,nema-l6-30r,B,Circuit 41
EMEA-DC-ONPREM-Meet-Me-Room-PANEL-B,Circuit-42,nema-l6-30r,C,Circuit 42
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-01,nema-l6-30r,A,Circuit 1
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-02,nema-l6-30r,B,Circuit 2
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-03,nema-l6-30r,C,Circuit 3
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-04,nema-l6-30r,A,Circuit 4
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-05,nema-l6-30r,B,Circuit 5
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-06,nema-l6-30r,C,Circuit 6
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-07,nema-l6-30r,A,Circuit 7
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-08,nema-l6-30r,B,Circuit 8
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-09,nema-l6-30r,C,Circuit 9
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-10,nema-l6-30r,A,Circuit 10
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-11,nema-l6-30r,B,Circuit 11
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-12,nema-l6-30r,C,Circuit 12
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-13,nema-l6-30r,A,Circuit 13
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-14,nema-l6-30r,B,Circuit 14
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-15,nema-l6-30r,C,Circuit 15
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-16,nema-l6-30r,A,Circuit 16
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-17,nema-l6-30r,B,Circuit 17
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-18,nema-l6-30r,C,Circuit 18
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-19,nema-l6-30r,A,Circuit 19
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-20,nema-l6-30r,B,Circuit 20
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-21,nema-l6-30r,C,Circuit 21
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-22,nema-l6-30r,A,Circuit 22
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-23,nema-l6-30r,B,Circuit 23
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-24,nema-l6-30r,C,Circuit 24
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-25,nema-l6-30r,A,Circuit 25
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-26,nema-l6-30r,B,Circuit 26
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-27,nema-l6-30r,C,Circuit 27
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-28,nema-l6-30r,A,Circuit 28
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-29,nema-l6-30r,B,Circuit 29
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-30,nema-l6-30r,C,Circuit 30
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-31,nema-l6-30r,A,Circuit 31
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-32,nema-l6-30r,B,Circuit 32
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-33,nema-l6-30r,C,Circuit 33
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-34,nema-l6-30r,A,Circuit 34
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-35,nema-l6-30r,B,Circuit 35
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-36,nema-l6-30r,C,Circuit 36
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-37,nema-l6-30r,A,Circuit 37
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-38,nema-l6-30r,B,Circuit 38
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-39,nema-l6-30r,C,Circuit 39
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-40,nema-l6-30r,A,Circuit 40
APAC-DC-CLOUD-Network-Core-PANEL-A,Circuit-41,nema-l6-30r,B,Circuit 41
